region,country,province,policy,gamma_region_policy,train_policy_days,z_mean
Turkey,Turkey,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.8769153366646573,1,1.3127475099770318
Turkey,Turkey,None,Restrict_Mass_Gatherings_and_Schools,0.6288060572789982,0,1.3127475099770318
Turkey,Turkey,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,0,1.3127475099770318
Turkey,Turkey,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5552921967202844,9,1.3127475099770318
Turkey,Turkey,None,Lockdown,0.31374665488451065,83,1.3127475099770318
United Kingdom,United Kingdom,None,No_Measure,1.0,0,1.4550047373005306
United Kingdom,United Kingdom,None,Restrict_Mass_Gatherings,1.0,0,1.4550047373005306
United Kingdom,United Kingdom,None,Mass_Gatherings_Authorized_But_Others_Restricted,0.9719431645167544,7,1.4550047373005306
United Kingdom,United Kingdom,None,Restrict_Mass_Gatherings_and_Schools,0.6969472691669542,0,1.4550047373005306
United Kingdom,United Kingdom,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,16,1.4550047373005306
United Kingdom,United Kingdom,None,Restrict_Mass_Gatherings_and_Schools_and_Others,0.6154670038781245,19,1.4550047373005306
United Kingdom,United Kingdom,None,Lockdown,0.34774613221482675,51,1.4550047373005306
US - Connecticut,US,Connecticut,No_Measure,0.9189099329627135,0,0.9189099329627135
US - Connecticut,US,Connecticut,Restrict_Mass_Gatherings,0.8022083714764489,1,0.9189099329627135
US - Connecticut,US,Connecticut,Mass_Gatherings_Authorized_But_Others_Restricted,0.6138318352190927,0,0.9189099329627135
US - Connecticut,US,Connecticut,Restrict_Mass_Gatherings_and_Schools,0.44015785788913975,0,0.9189099329627135
US - Connecticut,US,Connecticut,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.7296144867723946,1,0.9189099329627135
US - Connecticut,US,Connecticut,Restrict_Mass_Gatherings_and_Schools_and_Others,0.38869890164322785,91,0.9189099329627135
US - Connecticut,US,Connecticut,Lockdown,0.2196194739780885,0,0.9189099329627135
US - Delaware,US,Delaware,No_Measure,1.0,1,1.5548935978528968
US - Delaware,US,Delaware,Restrict_Mass_Gatherings,1.0,0,1.5548935978528968
US - Delaware,US,Delaware,Mass_Gatherings_Authorized_But_Others_Restricted,1.0,0,1.5548935978528968
US - Delaware,US,Delaware,Restrict_Mass_Gatherings_and_Schools,0.7447940333715376,0,1.5548935978528968
US - Delaware,US,Delaware,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,0,1.5548935978528968
US - Delaware,US,Delaware,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5007998397162496,22,1.5548935978528968
US - Delaware,US,Delaware,Lockdown,0.3994846884325673,70,1.5548935978528968
US - Illinois,US,Illinois,No_Measure,1.0,0,1.5811222166162329
US - Illinois,US,Illinois,Restrict_Mass_Gatherings,1.0,1,1.5811222166162329
US - Illinois,US,Illinois,Mass_Gatherings_Authorized_But_Others_Restricted,1.0,0,1.5811222166162329
US - Illinois,US,Illinois,Restrict_Mass_Gatherings_and_Schools,0.7573575417591755,0,1.5811222166162329
US - Illinois,US,Illinois,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,1,1.5811222166162329
US - Illinois,US,Illinois,Restrict_Mass_Gatherings_and_Schools_and_Others,0.6688146976286665,4,1.5811222166162329
US - Illinois,US,Illinois,Lockdown,0.37788820977127957,87,1.5811222166162329
US - Indiana,US,Indiana,No_Measure,1.0,0,1.2490242132322165
US - Indiana,US,Indiana,Restrict_Mass_Gatherings,1.0,1,1.2490242132322165
US - Indiana,US,Indiana,Mass_Gatherings_Authorized_But_Others_Restricted,0.8343481744391207,0,1.2490242132322165
US - Indiana,US,Indiana,Restrict_Mass_Gatherings_and_Schools,0.5982825981382317,0,1.2490242132322165
US - Indiana,US,Indiana,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.99172522530638,3,1.2490242132322165
US - Indiana,US,Indiana,Restrict_Mass_Gatherings_and_Schools_and_Others,0.2894290769439366,34,1.2490242132322165
US - Indiana,US,Indiana,Lockdown,0.381962639137365,55,1.2490242132322165
US - Kansas,US,Kansas,No_Measure,1.0,2,1.1405995749085334
US - Kansas,US,Kansas,Restrict_Mass_Gatherings,0.9957434288951497,0,1.1405995749085334
US - Kansas,US,Kansas,Mass_Gatherings_Authorized_But_Others_Restricted,0.7619205160389003,0,1.1405995749085334
US - Kansas,US,Kansas,Restrict_Mass_Gatherings_and_Schools,0.5463471963811874,13,1.1405995749085334
US - Kansas,US,Kansas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.9056360624773755,0,1.1405995749085334
US - Kansas,US,Kansas,Restrict_Mass_Gatherings_and_Schools_and_Others,0.19832638088351295,42,1.1405995749085334
US - Kansas,US,Kansas,Lockdown,0.45990760547704757,36,1.1405995749085334
US - Louisiana,US,Louisiana,No_Measure,1.0,0,1.0921700475125637
US - Louisiana,US,Louisiana,Restrict_Mass_Gatherings,0.9534644514784681,1,1.0921700475125637
US - Louisiana,US,Louisiana,Mass_Gatherings_Authorized_But_Others_Restricted,0.15681231566397558,31,1.0921700475125637
US - Louisiana,US,Louisiana,Restrict_Mass_Gatherings_and_Schools,0.523149452758518,1,1.0921700475125637
US - Louisiana,US,Louisiana,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.8671830177249756,0,1.0921700475125637
US - Louisiana,US,Louisiana,Restrict_Mass_Gatherings_and_Schools_and_Others,0.46198793009781447,6,1.0921700475125637
US - Louisiana,US,Louisiana,Lockdown,0.3786699880630696,54,1.0921700475125637
US - Nebraska,US,Nebraska,No_Measure,0.7111392417411072,1,0.7111392417411072
US - Nebraska,US,Nebraska,Restrict_Mass_Gatherings,0.6208245580399866,3,0.7111392417411072
US - Nebraska,US,Nebraska,Mass_Gatherings_Authorized_But_Others_Restricted,0.47504101348305966,0,0.7111392417411072
US - Nebraska,US,Nebraska,Restrict_Mass_Gatherings_and_Schools,0.34063569679399036,0,0.7111392417411072
US - Nebraska,US,Nebraska,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.5646445579424392,14,0.7111392417411072
US - Nebraska,US,Nebraska,Restrict_Mass_Gatherings_and_Schools_and_Others,0.3008118992564883,75,0.7111392417411072
US - Nebraska,US,Nebraska,Lockdown,0.1699622787761246,0,0.7111392417411072
US - New Jersey,US,New Jersey,No_Measure,1.0,1,1.269353866872568
US - New Jersey,US,New Jersey,Restrict_Mass_Gatherings,1.0,0,1.269353866872568
US - New Jersey,US,New Jersey,Mass_Gatherings_Authorized_But_Others_Restricted,0.8479283830708754,0,1.269353866872568
US - New Jersey,US,New Jersey,Restrict_Mass_Gatherings_and_Schools,0.60802050223196,0,1.269353866872568
US - New Jersey,US,New Jersey,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,2,1.269353866872568
US - New Jersey,US,New Jersey,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5369366856870962,9,1.269353866872568
US - New Jersey,US,New Jersey,Lockdown,0.30337557418254374,81,1.269353866872568
US - Virginia,US,Virginia,No_Measure,1.0,0,1.3946772897682975
US - Virginia,US,Virginia,Restrict_Mass_Gatherings,1.0,1,1.3946772897682975
US - Virginia,US,Virginia,Mass_Gatherings_Authorized_But_Others_Restricted,0.9316444295652228,0,1.3946772897682975
US - Virginia,US,Virginia,Restrict_Mass_Gatherings_and_Schools,0.6680504217990145,1,1.3946772897682975
US - Virginia,US,Virginia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,1.0,0,1.3946772897682975
US - Virginia,US,Virginia,Restrict_Mass_Gatherings_and_Schools_and_Others,0.5899484935719899,18,1.3946772897682975
US - Virginia,US,Virginia,Lockdown,0.33332787225462307,73,1.3946772897682975
US - Washington,US,Washington,No_Measure,1.0,0,1.0906383431046376
US - Washington,US,Washington,Restrict_Mass_Gatherings,0.9521272735303487,0,1.0906383431046376
US - Washington,US,Washington,Mass_Gatherings_Authorized_But_Others_Restricted,0.7285464131938979,0,1.0906383431046376
US - Washington,US,Washington,Restrict_Mass_Gatherings_and_Schools,0.5224157663471214,1,1.0906383431046376
US - Washington,US,Washington,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.8659668444250823,0,1.0906383431046376
US - Washington,US,Washington,Restrict_Mass_Gatherings_and_Schools_and_Others,0.3152060217996801,22,1.0906383431046376
US - Washington,US,Washington,Lockdown,0.28661232955351035,70,1.0906383431046376
US - Wyoming,US,Wyoming,No_Measure,0.8063118914697524,4,0.8063118914697524
US - Wyoming,US,Wyoming,Restrict_Mass_Gatherings,0.7039102812530939,0,0.8063118914697524
US - Wyoming,US,Wyoming,Mass_Gatherings_Authorized_But_Others_Restricted,0.5386163435017945,1,0.8063118914697524
US - Wyoming,US,Wyoming,Restrict_Mass_Gatherings_and_Schools,0.170778791959987,31,0.8063118914697524
US - Wyoming,US,Wyoming,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.6402116418269834,0,0.8063118914697524
US - Wyoming,US,Wyoming,Restrict_Mass_Gatherings_and_Schools_and_Others,0.44454299506480066,57,0.8063118914697524
US - Wyoming,US,Wyoming,Lockdown,0.1927085420612708,0,0.8063118914697524
