policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,25969771734.99649,19344929869.455242,32594613600.537746,39215617862.62491,32590775997.083656,45840459728.16616,0,1946556334048.7834,1798062092127.1873,2095050575970.38,10333961460.658537,10333961460.658537,10333961460.658537,69485567397.24716,63995472030.460785,74975662764.03352,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9517292,7089448.0,11945136.0,441250,410875.0,471625.0,13927067.0,13927067.0,13927067.0,524067.00000000006,524067.00000000006,524067.00000000006,2969713,2969713.0,2969713.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,19072748161.56791,14207324132.358461,23938172190.777355,46505745773.36324,41640321744.15379,51371169802.57269,0,1442681358109.345,1332722153931.8147,1552640562286.8752,8426315945.487806,8426315945.487806,8426315945.487806,63769911396.15059,59737869203.69419,67801953588.60698,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6989700,5206640.0,8772760.0,327154,304633.0,349675.0,11393019.11764706,11393019.11764706,11393019.11764706,421791.8823529412,421791.8823529412,421791.8823529412,2390154,2390154.0,2390154.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,18408453214.0827,13712491958.93022,23104414469.235176,53010033562.1602,48314072307.00772,57705994817.312675,0,1394070810650.136,1287829652403.7876,1500311968896.4844,8236481049.365854,8236481049.365854,8236481049.365854,63219401257.58591,59327795140.37113,67111007374.80069,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6746252,5025296.0,8467208.0,316146,294383.0,337909.0,11140647.529411765,11140647.529411765,11140647.529411765,411644.4705882353,411644.4705882353,411644.4705882353,2332652,2332652.0,2332652.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,16077998984.126064,11976529970.946249,20179467997.305878,36342413859.63924,32240944846.45942,40443882872.819046,0,1178615006435.7297,1088508140334.1648,1268721872537.295,4563347450.414635,4563347450.414635,4563347450.414635,61288122559.909805,57889180142.37081,64687064977.44881,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",5892197,4389108.0,7395286.0,266921,248547.0,285295.0,6104216.411764706,6104216.411764706,6104216.411764706,238291.58823529413,238291.58823529413,238291.58823529413,1350319,1350319.0,1350319.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,11362557586.889458,8463989393.924623,14261125779.854296,36612916508.81296,33714348315.84812,39511484701.777794,0,838860977593.6232,774771073782.7925,902950881404.4537,3573811380.5121956,3573811380.5121956,3573811380.5121956,57380372987.50455,54978290623.95662,59782455351.052475,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",4164102,3101847.0,5226357.0,190034,176952.0,203116.0,4797631.588235294,4797631.588235294,4797631.588235294,184057.4117647059,184057.4117647059,184057.4117647059,1042992,1042992.0,1042992.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,4606948548.201033,3431724865.0023475,5782172231.399716,45135778299.22737,43960554616.02869,46311001982.426056,0,350529032929.7226,323828465837.7685,377229600021.6766,2045551517.1219513,2045551517.1219513,2045551517.1219513,51781909109.288895,50807985470.20146,52755832748.37633,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1688335,1257644.0,2119026.0,79508,74035.0,84981.0,2776004.3529411764,2776004.3529411764,2776004.3529411764,100853.64705882354,100853.64705882354,100853.64705882354,571504,571504.0,571504.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,5447099598.347096,4057553421.8222055,6836645774.871989,33971416555.07835,32581870378.55346,35360962731.60324,0,411524817416.9793,380154395890.39825,442895238943.5604,2252816858.7073174,2252816858.7073174,2252816858.7073174,52478153560.314865,51326617994.55963,53629689126.0701,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1996230,1486995.0,2505465.0,93316,86892.0,99740.0,3050704.6470588236,3050704.6470588236,3050704.6470588236,112059.35294117648,112059.35294117648,112059.35294117648,635003,635003.0,635003.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,3883719280.9605317,2892990743.6834307,4874447818.237633,46595187721.858696,45604459184.5816,47585916259.135796,0,297887945771.02014,275213049408.33936,320562842133.7009,1858101858.585366,1858101858.585366,1858101858.585366,51182559308.97831,50361529273.448,52003589344.50863,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1423289,1060211.0,1786367.0,67590,62937.0,72243.0,2527306.705882353,2527306.705882353,2527306.705882353,90758.29411764706,90758.29411764706,90758.29411764706,514297,514297.0,514297.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,3748272398.6560106,2792094577.035057,4704450220.276965,53628323575.83634,52672145754.215385,54584501397.45729,0,288012394013.0076,266093243441.48553,309931544584.5298,1821739590.8048782,1821739590.8048782,1821739590.8048782,51070312659.7634,50277915266.00671,51862710053.52008,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1373651,1023235.0,1724067.0,65354,60855.0,69853.0,2479025.3529411764,2479025.3529411764,2479025.3529411764,88805.64705882354,88805.64705882354,88805.64705882354,503232,503232.0,503232.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,22206707089.493855,16541816828.52668,27871597350.46103,30466609170.711937,24801718909.744762,36131499431.67911,0,1628468665006.9836,1503971601675.0793,1752965728338.8882,6372556387.463415,6372556387.463415,6372556387.463415,66367065220.968605,61672494632.520584,71061635809.41663,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7069019730609881, 'Lockdown': 0.5166956014327516, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1750984260159683, 'Restrict_Mass_Gatherings': 1.0258609259119402, 'Restrict_Mass_Gatherings_and_Schools': 0.6261780041814008, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5365864303046903}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",8138220,6062175.0,10214265.0,368805,343417.0,394193.0,8518598.94117647,8518598.94117647,8518598.94117647,333625.05882352946,333625.05882352946,333625.05882352946,1890542,1890542.0,1890542.0,BR,2020-03-15,3
