policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,25785058293.604008,19207338234.149162,32362778353.058857,39030904421.23242,32453184361.77758,45608624480.68727,0,1934631586900.2751,1787062052006.6216,2082201121793.929,10387972469.707317,10387972469.707317,10387972469.707317,69742482952.23445,64291438058.57941,75193527845.8895,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9449599,7039024.0,11860174.0,438565,408375.0,468755.0,14004756.823529411,14004756.823529411,14004756.823529411,526071.1764705883,526071.1764705883,526071.1764705883,2981070,2981070.0,2981070.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,19774442580.604465,14730018993.953259,24818866167.255676,47207440192.399796,42163016605.7486,52251863779.05101,0,1495435781672.5288,1381454671034.5564,1609416892310.5015,8720072695.024391,8720072695.024391,8720072695.024391,64761405041.66366,60581023513.58034,68941786569.74698,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7246854,5398195.0,9095513.0,339114,315770.0,362458.0,11789059.529411765,11789059.529411765,11789059.529411765,436667.4705882353,436667.4705882353,436667.4705882353,2474449,2474449.0,2474449.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,19134738617.91575,14253501810.533234,24015975425.298267,53736318965.99325,48855082158.61073,58617555773.37576,0,1448626842142.1877,1338226386951.5725,1559027297332.8035,8537471220.219513,8537471220.219513,8537471220.219513,64231273782.23845,60186127328.284805,68276420236.19209,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7012418,5223563.0,8801273.0,328514,305900.0,351128.0,11546312.529411765,11546312.529411765,11546312.529411765,426905.4705882353,426905.4705882353,426905.4705882353,2419131,2419131.0,2419131.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,17488111322.702793,13026926846.499529,21949295798.90606,37752526198.21596,33291341722.012695,42213710674.41923,0,1281903646189.4224,1183900286354.7751,1379907006024.07,4963795088.195122,4963795088.195122,4963795088.195122,62866691643.10931,59169648193.577576,66563735092.64104,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6408969,4774053.0,8043885.0,290312,270328.0,310296.0,6638479.529411765,6638479.529411765,6638479.529411765,259412.4705882353,259412.4705882353,259412.4705882353,1470004,1470004.0,1470004.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,12411208098.675568,9245132449.59397,15577283747.75716,37661567020.59907,34495491371.51747,40827642669.680664,0,915931173603.0383,845953257770.9259,985909089435.1506,3889809387.95122,3889809387.95122,3889809387.95122,58659393803.61929,56035624420.93715,61283163186.30144,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",4548407,3388117.0,5708697.0,207490,193207.0,221773.0,5220213.05882353,5220213.05882353,5220213.05882353,200575.9411764706,200575.9411764706,200575.9411764706,1136597,1136597.0,1136597.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,5150659806.256391,3836736638.236828,6464582974.275953,45679489557.28273,44365566389.26317,46993412725.30229,0,391040718814.6833,361247918988.2294,420833518641.13727,2245166421.2195125,2245166421.2195125,2245166421.2195125,52642479988.98554,51553614225.32431,53731345752.646774,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1887592,1406071.0,2369113.0,88689,82584.0,94794.0,3044628.8235294116,3044628.8235294116,3044628.8235294116,111036.17647058824,111036.17647058824,111036.17647058824,629205,629205.0,629205.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,5691031143.607032,4239259843.103087,7142802444.110977,34215348100.338287,32763576799.834343,35667119400.84223,0,430280341903.7266,397482562304.7206,463078121502.73267,2378925989.268293,2378925989.268293,2378925989.268293,53090292968.63778,51887190607.51011,54293395329.76545,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",2085625,1553586.0,2617664.0,97572,90855.0,104289.0,3221917.6470588236,3221917.6470588236,3221917.6470588236,118266.35294117648,118266.35294117648,118266.35294117648,670176,670176.0,670176.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,4239854698.261279,3158274314.690431,5321435081.832128,46951323139.15944,45869742755.58859,48032903522.73029,0,324763804566.3502,300042139925.08826,349485469207.6121,2010114633.7317076,2010114633.7317076,2010114633.7317076,51887683571.963326,50991363392.07565,52784003751.851,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1553804,1157431.0,1950177.0,73684,68612.0,78756.0,2732801.8235294116,2732801.8235294116,2732801.8235294116,98373.17647058824,98373.17647058824,98373.17647058824,557448,557448.0,557448.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,4099155081.1883106,3053467930.419624,5144842231.956999,53979206258.36864,52933519107.59995,55024893409.13733,0,314504059233.54504,290567574192.1097,338440544274.9804,1972409372.1951222,1972409372.1951222,1972409372.1951222,51771083910.9482,50904508934.81114,52637658887.08526,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1502241,1119022.0,1885460.0,71361,66449.0,76273.0,2682741.1764705884,2682741.1764705884,2682741.1764705884,96347.82352941178,96347.82352941178,96347.82352941178,545971,545971.0,545971.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,21164962900.668236,15765820088.58372,26564105712.752754,29424864981.88632,24025722169.801804,34824007793.97084,0,1551791853222.5103,1433156352023.0889,1670427354421.9314,6049025395.1707325,6049025395.1707325,6049025395.1707325,65913747893.24366,61439405782.31368,70388090004.17365,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.688462526374155, 'Lockdown': 0.5213534410489062, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1792405436542464, 'Restrict_Mass_Gatherings': 1.029476994610157, 'Restrict_Mass_Gatherings_and_Schools': 0.6404827544776223, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5400056629498887}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",7756446,5777791.0,9735101.0,351437,327245.0,375629.0,8086694.94117647,8086694.94117647,8086694.94117647,316600.05882352946,316600.05882352946,316600.05882352946,1794067,1794067.0,1794067.0,BR,2020-03-15,3
