,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others
Kuwait__None,0.8856809295467641,0.26659665259657006,0.7451320666715849,1.1154671656760253,0.9738028356351701,0.5343087723588161,0.4718426110809587
Latvia__None,0.3936092837866503,0.11847936879724107,0.331147357140406,0.495729576557494,0.43277192033469225,0.23745446717103963,0.20969361088381996
Lebanon__None,1.3973287389336986,0.4206065095782795,1.1755863949719279,1.7598598727124666,1.5363576688779834,0.8429728790292714,0.7444207261573733
Liberia__None,1.306429305998239,0.39324509336722807,1.099111809076604,1.645376959695515,1.4364140858141845,0.7881355636941516,0.6959944539512029
Libya__None,1.6215313308081165,0.4880931839586144,1.364210238009851,2.042230895224328,1.7828675715308384,0.978228598812453,0.8638636686798907
Lithuania__None,0.29469461563396715,0.08870530621727725,0.24792947511774566,0.37115190885890065,0.32401561643382026,0.1777817643434134,0.15699725744731496
Luxembourg__None,0.6044700129630456,0.18195004168534998,0.5085465600243255,0.7612972455453975,0.664612495361132,0.36466138061624537,0.3220287348657031
Madagascar__None,0.9039300451299479,0.272089774289745,0.7604852268851451,1.138450938450816,0.9938676692675623,0.5453179995179408,0.4815647469646951
Malawi__None,2.013000738589429,0.6059284339079011,1.6935572964455146,2.5352654138405906,2.2132867062828354,1.2143921332296428,1.0724172700545698
Malaysia__None,0.4210696304895352,0.12674514066372658,0.35425001658313543,0.530314396082538,0.46296446778005573,0.2540205957235357,0.2243229895429136
Mali__None,0.7365528099226779,0.22170796167697734,0.6196691146452756,0.9276483752174784,0.8098370315648586,0.44434357172917216,0.3923952627169934
Malta__None,0.8226059121772219,0.24761059573092697,0.6920664349299549,1.0360275972005313,0.9044520923560638,0.49625721905905446,0.4382396736158247
Mauritania__None,1.2009378187579316,0.36149135854300457,1.0103607845469753,1.5125161445314,1.3204265941759121,0.7244952332305405,0.6397943291367821
Mauritius__None,0.002471069799609839,0.000743810682754095,0.002078935297404751,0.003112178588929268,0.0027169319081352507,0.0014907335440971193,0.0013164515431170803
Mexico__None,0.5138678422119008,0.15467810363809104,0.43232206372487375,0.6471887181510085,0.5649957509458304,0.3100033959943331,0.2737608277778766
Moldova__None,2.146923302477541,0.6462401376475216,1.8062276650566718,2.7039336303243586,2.360534059273165,1.2951842089253678,1.1437639256272036
Monaco__None,2.611455163281112,0.7860677380657252,2.1970428829619433,3.2889863517394358,2.871285085068527,1.5754244624831897,1.3912412267857812
Mongolia__None,1.8149371138220798,0.5463097861504748,1.5269244232155532,2.2858150048137023,1.995516499202362,1.0949053873057633,0.9668997470361961
Morocco__None,1.2302668711843165,0.37031962495346554,1.0350356044724476,1.549454497713245,1.352673776503663,0.7421887044046444,0.6554192525327026
Mozambique__None,1.9967792626521292,0.6010456470703511,1.6799100093849146,2.514835343390591,2.195451254779986,1.2046061294840928,1.0637753502542198
Namibia__None,1.4530042492485848,0.4373652589048007,1.2224267487381042,1.829980162781593,1.5975726821083307,0.876560497972383,0.7740816088566138
Nepal__None,1.9461220882082804,0.5857974547629458,1.6372916308855558,2.451035375577179,2.1397538828788774,1.1740459449014689,1.0367879638691468
Netherlands__None,0.5748861176625415,0.17304506564401437,0.4836573382853624,0.7240379315649137,0.6320851142561696,0.3468141692195936,0.3062680450519585
New_Zealand__None,0.44607928817225373,0.1342732366160814,0.37529088727842,0.5618127055066168,0.4904624919072764,0.26910828593766944,0.23764677442929888
Nicaragua__None,1.2611612204688083,0.3796190575466564,1.0610273240216173,1.5883642575173909,1.3866419968126822,0.7608264793508301,0.6718780809298563
Niger__None,1.1483589044570397,0.34566470801666555,0.9661256274273332,1.4462958494421154,1.2626162765629667,0.6927757118827733,0.6117831443140148
Nigeria__None,0.7613671143483199,0.22917725482273105,0.6405456327262944,0.9589006477938538,0.8371202655240343,0.45931341029325595,0.40561497401680013
Norway__None,0.05549286246839967,0.01670377094451829,0.04668669033865363,0.06989025499798447,0.061014192613240446,0.03347743214403456,0.02956357786414743
Oman__None,1.416060974625635,0.42624505407497065,1.1913460088789976,1.7834521091002957,1.556953691244558,0.8542735602590417,0.754400242149425
Pakistan__None,1.3970143753187378,0.4205118837546326,1.1753219177744545,1.7594639487641532,1.5360120272711058,0.8427832314580294,0.7442532503272368
Panama__None,1.56239040283659,0.4702913177304093,1.3144543943259976,1.9677460992904154,1.7178423446805327,0.942550381560109,0.8323565999998457
Paraguay__None,1.3355454217755833,0.40200926423723476,1.1236074833074177,1.6820471306997271,1.4684271451008617,0.8057005756051693,0.7115059362859846
Peru__None,0.3568743184621542,0.10742186664037134,0.30024186994045216,0.4494638771563655,0.3923819647575071,0.21529319715789905,0.1901232200371426
Philippines__None,1.5625154949643114,0.470328971406134,1.3145596355619145,1.96790364605077,1.717979883002322,0.9426258464583188,0.8324232422794756
Poland__None,1.082450718734401,0.3258258460674078,0.9106764233181106,1.363288058859447,1.190150475384297,0.6530149801936751,0.576670848897546
Portugal__None,1.5932101165027837,0.47956828443849525,1.3403833221962966,2.006561859575294,1.7517285034092318,0.9611431307365659,0.8487756666003494
Qatar__None,1.1102233560854702,0.3341856197788758,0.9340418159510002,1.3982661915434134,1.2206863852174,0.669769505749295,0.5914665990228638
Romania__None,1.913522363402118,0.5759846912507635,1.6098651621569455,2.409977787660098,2.1039106086272654,1.154379360289187,1.0194206041802214
Russia__None,0.9121752634522862,0.2745716473112045,0.7674220100580946,1.1488353443983452,1.0029332556597554,0.5502921299668073,0.4859573506805
Rwanda__None,1.0307788999814853,0.3102722381556359,0.8672044145939951,1.2982102014880166,1.1333375058990385,0.6218426865127599,0.549142915229431
San_Marino__None,0.5713402674416905,0.17197773793270027,0.48067417966127113,0.7195721252414238,0.628186465335763,0.34467504799064197,0.3043790089771222
Saudi_Arabia__None,1.3882896231894544,0.41788566743360145,1.1679816980989364,1.7484755959564915,1.526419195270017,0.8375198104631594,0.7396051770895958
Senegal__None,0.3296627566077922,0.09923098089327749,0.27734851563476726,0.41519238867480124,0.36246295531310146,0.19887715417522978,0.17562638040944092
Serbia__None,0.7594448700929562,0.22859864477609135,0.638928429750749,0.9564796852556123,0.8350067652281495,0.4581537692374383,0.404590906863124
Sierra_Leone__None,0.8914762045833414,0.26834107417559017,0.7500076884907709,1.122766000734687,0.9801747186413816,0.537804914351915,0.47493001831077253
Singapore__None,0.1930049801312208,0.05809595749541784,0.16237698580309257,0.2430793200645098,0.21220824641631705,0.1164349943109002,0.10282255238728764
Slovakia__None,0.08651166713239164,0.026040665547407558,0.07278311542120607,0.10895675961258393,0.09511925114178577,0.0521902878544277,0.046088709316123
Slovenia__None,0.12904282737534958,0.0388428661746959,0.10856499834601199,0.1625224526137904,0.14188210113183902,0.07784825480200559,0.06874699745563333
Somalia__None,0.8322645676592071,0.25051792401832557,0.7001923566704664,1.048192150704291,0.9150717475648461,0.5020840401873554,0.4433852797479151
South_Africa__None,0.7494458001005111,0.2255888491486425,0.6305161139384653,0.9438863981114749,0.8240128255513176,0.4521215846953965,0.39926394640115387
South_Sudan__None,1.5008604760389725,0.45177034480266304,1.2626886624609996,1.8902524887140713,1.6501904226473842,0.9054309420940401,0.7995768027260521
Spain__None,0.2754515183848859,0.08291298853147068,0.23174006836411054,0.3469162700061535,0.302857903715372,0.16617289333294752,0.14674558221260292
Sri_Lanka__None,1.1686026358341288,0.35175822413646946,0.9831568775027683,1.4717917327885752,1.284874182724426,0.7049882400057275,0.6225679029695673
Sudan__None,1.6866917924013656,0.5077069752946175,1.4190303744636175,2.124296967759906,1.854511252854398,1.017538247556995,0.8985776173624402
Suriname__None,1.7907334979597789,0.5390243148770619,1.506561683422081,2.255331861410301,1.9689047150111927,1.080303961615534,0.9540053773765572
Sweden__None,1.371343002977271,0.4127846066896319,1.1537243400362935,1.7271322455633136,1.5077864503767728,0.8272963456248271,0.7305769398732816
Switzerland__None,0.17377345450030804,0.052307122954122945,0.14619731436549846,0.21885825503817133,0.19106325664832358,0.10483310416328406,0.09257704188114647
Tajikistan__None,1.13193364794307,0.3407205816856344,0.9523068977657063,1.4256091283917758,1.2445567690860202,0.6828667724996605,0.6030326613097211
Tanzania__None,0.0006745430674226591,0.0002030425605969969,0.0005674997091162925,0.000849550462748941,0.0007416575539798255,0.0004069346716567427,0.00035935984574280203
Thailand__None,0.26756124766954126,0.08053795742194,0.2251019060998156,0.3369789013470293,0.29418258087595656,0.16141289374522702,0.14254207526979337
Togo__None,1.3798817821583589,0.4153548437479191,1.1609080988435565,1.737886375514306,1.5171748058239891,0.8324475738713525,0.7351259368425513
Trinidad_and_Tobago__None,1.319399966908286,0.3971493603162221,1.1100241535198176,1.6617128046703855,1.4506752784772465,0.7959604334371146,0.702904516375573
Tunisia__None,0.4264967939942795,0.12837875788996572,0.35881594255438126,0.5371496146023671,0.4689316135478665,0.25729466539453383,0.22721428697680127
Turkey__None,1.132523715267729,0.3408981964093038,0.952803327202573,1.4263522862313966,1.2452055458800093,0.6832227451048389,0.6033470170758808
US__Alabama,1.173060075668961,0.35309994721017846,0.9869069654242645,1.4774056368626713,1.2897751209811121,0.7076773000572195,0.62494258439291
US__Alaska,0.6872652336539066,0.20687202876987865,0.5782029925451002,0.8655733421333835,0.7556455276824439,0.4146096308818907,0.36613752372242125
US__Arizona,1.0132626259691697,0.30499970731313797,0.8524678011932058,1.276149402983841,1.114078428804893,0.6112755640292598,0.5398111974621647
US__Arkansas,0.7378738514159955,0.22210560514914723,0.6207805198310894,0.9293121554357625,0.8112895116954206,0.4451405224537302,0.3930990417493275
US__California,1.006141781366539,0.3028562792778373,0.8464769646761311,1.2671810848445075,1.1062490870692552,0.6069797396405191,0.5360175988892266
US__Colorado,0.9361175555865553,0.28177845816774144,0.7875648956320137,1.1789893647185834,1.0292577153993232,0.5647359057002014,0.4987125012759608
US__Connecticut,0.9623394385377264,0.28967144308629295,0.8096256233541578,1.212014406218799,1.0580885766290116,0.5805549005788047,0.512682093830552
US__Delaware,0.9725858754918425,0.2927556980384765,0.8182460514213487,1.2249192386547134,1.0693544953455647,0.5867363153156077,0.5181408379509438
US__District_of_Columbia,1.020675629564707,0.3072310774130541,0.8587044339410886,1.2854856795525278,1.1222289982493567,0.6157476405056608,0.5437604424507192
US__Florida,1.1435131159397234,0.34420608905490413,0.9620488179442509,1.4401928412339084,1.257288350397202,0.6898523709510421,0.6092015718419432
US__Georgia,1.0698648847245151,0.3220374149233742,0.9000878375264183,1.3474368825245782,1.1763123984439567,0.6454222667292729,0.5699658013078965
US__Hawaii,0.2696657860268646,0.08117143937080684,0.22687247489413798,0.33962945343433826,0.2964965128481773,0.162682508195048,0.14366325880272507
US__Idaho,0.3898531733558682,0.11734875117386964,0.32798730453617125,0.49099895888648387,0.4286420911079004,0.23518850130662577,0.20769255960898267
US__Illinois,1.2747646741331227,0.38371379989649407,1.0724720432253476,1.605497070696628,1.4015989427181563,0.7690330968636848,0.6791252609046736
US__Indiana,0.9995667705979667,0.30087715135127713,0.8409453435257453,1.2589002148589001,1.0990198875718198,0.6030132029174131,0.5325147908853147
US__Iowa,0.9482667067792909,0.2854354444839427,0.7977860958798064,1.194290562694321,1.0426156612321422,0.5720651795305798,0.5051849080196977
US__Kansas,1.0333001347548445,0.31103114887456906,0.8693255541766198,1.3013855601446405,1.136109594006271,0.6233636833092827,0.5504860919411829
US__Kentucky,0.7026541052825165,0.21150419541879273,0.591149801421563,0.88495479254725,0.7725655338937492,0.4238933456301327,0.37433587724748674
US__Louisiana,1.0295377946644277,0.309898656076572,0.8661602604985361,1.2966470965546948,1.1319729152922486,0.6210939592496988,0.5484817218426359
US__Maine,0.837136284597334,0.2519843476306836,0.7042909799886891,1.0543278143543249,0.9204281819313256,0.5050230230757216,0.4459806654718794
US__Maryland,0.9319419553146006,0.2805215709322286,0.7840519221034675,1.17373042231058,1.0246666586771362,0.5622168722867678,0.4964879686373753
US__Massachusetts,0.9433693349792714,0.2839612985642895,0.7936658888742485,1.1881225881351025,1.0372310194419445,0.5691107197167141,0.5025758547811483
US__Michigan,1.0190288125394797,0.30673537304399956,0.8573189505999653,1.2834116026945588,1.1204183291523497,0.6147541576906936,0.5428831079397983
US__Minnesota,1.0497701551345329,0.3159887494674475,0.8831819441182216,1.322128658859613,1.1542183191844422,0.6332996275937546,0.5592604226976163
US__Mississippi,0.8628682551513884,0.2597298652155942,0.7259395395983973,1.0867358377221517,0.9487203863314384,0.5205464662689107,0.45968925935647015
US__Missouri,1.0679157771919041,0.321450718827286,0.8984480342118287,1.3449820871434561,1.1741693620762372,0.6442464197417155,0.568927422861682
US__Montana,0.25310262375185505,0.07618580236359365,0.21293772376100653,0.31876904754641694,0.278285378508022,0.1526903737747337,0.13483930711213435
US__Nebraska,0.6386328192472104,0.19223330453410992,0.5372880645555876,0.8043234499335143,0.7021743717919581,0.38527093251815336,0.34022881932187654
US__Nevada,1.108935963812323,0.3337981049762534,0.9329587201846749,1.396644790695621,1.2192709022772772,0.6689928547432025,0.5907807464642476
US__New_Hampshire,1.0182799767660153,0.30650996781747814,0.8566889477074284,1.2824684845919587,1.11959498704878,0.6143024041195482,0.5424841689823985
US__New_Jersey,0.8825006863056437,0.265639375348928,0.7424564967911461,1.1114618215436318,0.9703061702075906,0.5323902125193997,0.4701483505129562
US__New_Mexico,0.9472475565653965,0.2851286725681735,0.796928674793054,1.1930069981931946,1.0414951094226588,0.5714503521345402,0.5046419602357213
US__New_York,0.8970393161617457,0.2700156127993164,0.7546879889118969,1.1297724384908636,0.986291338802524,0.5411609980371237,0.47789374148163527
US__North_Carolina,1.0569611438763373,0.31815329141869597,0.8892317935886566,1.3311853197434977,1.1621247841360736,0.6376377681571354,0.5630913902514996
US__North_Dakota,0.8160773824877896,0.24564545896043036,0.6865739187680648,1.0278052676168634,0.8972739986295217,0.4923187231884776,0.4347616282019332
US__Ohio,1.069781711855361,0.3220123792612484,0.9000178633745354,1.3473321308002026,1.176220950188577,0.645372090653297,0.5699214913284857
US__Oklahoma,1.0675415033150384,0.3213380595620833,0.8981331539224755,1.3445107094647837,1.173757849362756,0.6440206298336314,0.5687280301036035
US__Oregon,0.9378710273817694,0.28230626642851747,0.789040108678869,1.1811977674833367,1.031185651012953,0.5657937306245182,0.4996466556454514
US__Pennsylvania,0.9855989125023726,0.29667272051393834,0.8291940472941876,1.2413084540332149,1.0836622803709965,0.5945867494819099,0.5250734760560499
US__Rhode_Island,1.0438139525765098,0.3141958874883952,0.8781709323943432,1.314627144302909,1.1476694969764396,0.6297064021210934,0.5560872820401305
US__South_Carolina,1.1027087971015577,0.3319236807396376,0.9277197436572299,1.388802011462919,1.2124241560071283,0.6652361634907381,0.5874632508488147
US__South_Dakota,0.9875066567000632,0.29724696593364625,0.8307990512287686,1.2437111545340847,1.0857598379082558,0.5957376430218265,0.5260898183679178
US__Tennessee,1.0875933254039085,0.3273738095359372,0.9150029488284772,1.3697648934558042,1.195804751986917,0.6561173839653301,0.5794105499318052
US__Texas,1.0797934230674475,0.325025979991335,0.908440814369087,1.3599413388758785,1.187228788838642,0.6514119013215458,0.5752551863444966
US__Utah,0.9622674169844762,0.28964976405452114,0.8095650309138919,1.2119236989728919,1.0580093892033346,0.5805114518080152,0.5126437246655332
US__Vermont,0.3878336758496085,0.11674086716379901,0.32628828144526256,0.4884555111456026,0.42642166123011105,0.23397018983874363,0.2066166812145899
US__Virginia,0.7302488185494644,0.21981041263642567,0.6143655047746124,0.9197088394829527,0.8029058168686177,0.4405405341123343,0.38903683910128894
