,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others
US__Pennsylvania,0.4486843952598019,0.5890044200429908,0.926752511258768,1.091788796249853,1.774581179215884e-14,0.3436917383195355,0.558573014059692
US__Rhode_Island,0.43119880703342783,0.5203978977720917,0.5353515059834499,1.345481650244225,3.245394810649137e-14,0.32195352824653767,0.3658355930960973
US__South_Carolina,0.3749008217479983,0.9010579008918215,0.816766122682296,1.0382791974114303,-3.03006754144802e-14,0.8489762194235524,0.8854236155295596
US__South_Dakota,0.3841108973667661,0.9454181660664771,0.8389832217952613,1.0718826347710895,-3.3613295732772177e-14,0.9420711166398599,0.8869326513561374
US__Tennessee,0.5278109599259896,0.9944307906453507,0.8723761930735614,1.0015990680802451,-2.319631502860677e-14,0.4756498951551449,1.072415026717718
US__Texas,0.5266231081979761,0.9887579770795726,0.8644092209915247,1.002822107958489,-2.1790086277626464e-14,0.471255078191735,1.0440244843583348
US__Utah,0.4044838481678308,0.6906885689019625,0.6647227530497007,1.002937989394699,-1.4689837410910905e-14,0.3981023895034797,1.0061105848624685
US__Vermont,0.16110353466207553,0.30507760085897434,0.29815211591562957,0.32443687306126556,-1.3270347578011361e-14,0.1655982287093498,0.48777529889484444
US__Virginia,0.3019870836147094,0.3824329066805799,0.390638615990317,0.9131758535911456,1.8647893258226968e-14,0.23268723708754482,0.31205505158138636
US__Washington,0.5069829547289639,0.9376876785063296,0.8395291210979128,1.0021628898505133,-2.1534972961779034e-14,0.4608028003283643,1.0617516682839143
US__West_Virginia,0.5101132191774457,0.9177828941550612,0.9309229623531662,0.936603875778109,-1.7042106581621433e-14,0.43926717320228725,0.9565117126886291
US__Wisconsin,0.42585278730584963,0.7199748618373392,0.6192722388536125,0.9327800940541088,2.394921043079663e-15,0.34255796245171,0.5450870366086304
US__Wyoming,0.15112354663102798,0.4102345315143925,0.38312291010864247,0.4217151632582322,-1.802678294706055e-14,0.4355097198224673,0.39777914416658655
Uganda__None,0.6347847607629481,0.8685710643741822,1.949182668060476,1.329798397716692,-2.7087134524921053e-14,0.6150395566951338,1.9349678989855912
Ukraine__None,0.39358525321695415,0.6640835220239183,0.9087349227239555,0.7139577979591607,-1.7962349267030174e-14,0.3574768050327199,0.9319732890992811
United_Arab_Emirates__None,0.22253550163053465,0.6835255251457477,1.127038483530324,0.5439944929970958,2.51388821564479e-16,0.3299082796233248,0.43536442379299956
United_Kingdom__None,0.16898992851632083,0.37930759722753643,0.8656261773632915,0.32837796330028546,6.959916235499652e-15,0.1899479672317062,0.21082410333011692
Uruguay__None,0.65873327674445,0.589732052652533,0.5782461361485095,0.6173972744686621,-7.84414442779083e-15,0.22894961717352594,0.5957155228822755
Uzbekistan__None,1.1890479916309453,0.9165468084307092,0.9791141522561081,1.0762999991215272,-3.1920529127717868e-15,0.34737646360925134,0.8824045597546124
Venezuela__None,0.24907406652363742,0.4277386371539216,0.5396235743196499,0.39576269667806685,-4.096045620731887e-15,0.19622917390748768,0.3664031762493769
Vietnam__None,0.6720240756316234,0.5745443232693811,0.5969170382947009,0.6515505756673785,-4.003849662943371e-15,0.22607345147644825,0.560665335655694
Yemen__None,0.5114732547023457,0.7283918888879809,0.21607612779829288,1.834471171799184,1.5868421574169892e-14,0.4686543067802807,0.8989877822069803
Zambia__None,0.4729222767211278,0.6487022995644172,1.5450624340126369,0.6642447923830651,1.06338383357904e-14,0.3315115559201299,0.5219869410476983
Zimbabwe__None,0.7000798879674289,1.114076790374537,1.8158272000044255,0.9130080861212093,1.4689744154737462e-14,0.4617818938909509,0.45997629620824126
