,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,No_Measure,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others
Canada__Nova_Scotia,,,0.15486101462034593,1.9980343133222145,,,
Canada__Ontario,,,0.5955808327541522,1.0828438800342324,,,
Canada__Quebec,,,0.3153450834354404,1.218023516975649,,,
Canada__Saskatchewan,,,0.6940384196508522,1.0993651241998736,,,
Central_African_Republic__None,,0.5577395015240623,1.9380037666106695,1.9492895418643506,,,1.0440661980949557
Chad__None,1.9220214053796854,,1.9497067692382821,,,,0.47613278489836086
Chile__None,0.3888850810377417,0.7505714568953135,,1.0108860089679899,,,0.5746373488900256
Colombia__None,,0.97995281401859,,,,,0.9730417889254341
Congo_(Kinshasa)__None,,,0.5420057766096573,,,,0.4346753634147896
Costa_Rica__None,,,,,,,0.7259944043191182
Cote_d'Ivoire__None,0.9747597284132098,,0.988807985598099,0.9992993963393766,,,0.9908137191506041
Croatia__None,,0.05766954278903132,0.13533566655799362,,,,0.11116972131703365
Cuba__None,,0.22647179783455432,0.5801721256743299,,,,0.3105968792780935
Cyprus__None,,0.06855265261873414,,,,,0.08546181337180841
Czechia__None,0.4894688664813949,0.684617487166864,0.5267734961085646,,,,0.9583224081872029
Denmark__None,,,1.0584470385763753,,,,0.47777393691714826
Djibouti__None,,0.40256870257353766,,0.8978332004700084,,,0.17910653101760673
Dominican_Republic__None,,0.6026646899593681,0.6394494351885996,,,,0.5909728858880414
Ecuador__None,,0.4503882804554799,1.250178981188306,,,,
Egypt__None,,0.79537419950299,,,,,0.7185851950337502
El_Salvador__None,,0.7628484596068053,1.091843346852895,,,,1.0436956234210244
Estonia__None,0.14171951803247512,,,0.30261055229798917,,,0.19850677738808495
Ethiopia__None,,,,1.8586325553059306,,,0.4940575686045701
Finland__None,0.0971680586320371,,0.5565503386259248,,,,0.130442519346871
France__None,0.48915162305534104,0.3919973433828102,,,,,0.863478721267701
Gabon__None,,0.3973233123599489,1.4527757511243635,,,,0.6707378785105119
Georgia__None,0.28883037021639346,0.37157045465986366,,,,,0.5165420133401958
Germany__None,0.13149084446418458,,0.7061835256422387,,,,0.08042853107496599
Ghana__None,,,,1.0500054019352871,,,0.36026056822603614
Greece__None,0.36368998468753927,0.20801123182661363,,,,,0.26799003200208255
Guatemala__None,,0.3339500750631987,1.0162059589814194,,,,
Guinea__None,0.07878958229809012,0.09130860978466566,0.16383763709273522,,,,0.06221719429365253
Guyana__None,,0.8227867792130505,1.5312936157624533,,,,0.3570571298817095
Haiti__None,,0.9936695201798511,1.1285893557607276,,,,
Honduras__None,,0.4443408347068768,0.5407470731534714,,,,
Hungary__None,0.04701418118972189,0.07222169875001903,0.8024046131134854,,,,0.09621731646342313
Iceland__None,0.02181710668380852,,1.6305422968258756,,,,0.0027722696675640084
India__None,,0.7512429571161454,1.0075210472062641,,,,0.7768967048986096
Indonesia__None,,,0.9153688854848021,,,,
Iran__None,1.0321114220544994,,0.9764473952472859,,,,0.9892894914859092
Iraq__None,,0.9683608914275731,,,,,0.9912159145308856
Ireland__None,,0.4275499076284913,1.7831243431853159,,,,0.33580094463776766
Israel__None,0.4471874174759205,0.09420302206208397,,,,,0.195342807796303
Italy__None,,0.15420174525647629,,,,,
Jamaica__None,,0.9597193240240092,1.2277716605230125,,,,1.0974522130149043
Japan__None,,,0.25487960273665783,,,,
Jordan__None,,0.37690828454073744,0.39723799815090705,,,,0.3823760547168478
Kazakhstan__None,,,1.038275809298151,,,,1.1788182502748366
Kenya__None,,0.3889214158606987,0.694789387404705,,,,0.45504230696197023
"Korea,_South__None",,0.9903110538249054,0.9768948511694168,,,,0.9949057162110517
Kosovo__None,,0.38203553850578037,,,,,0.269367726416602
Kuwait__None,,0.22208934857678136,0.7123939571543915,,,,0.5486896626606627
Latvia__None,,,,0.43047841038183643,,,0.36395168694920416
Lebanon__None,,0.8848512836157925,0.8908495931030657,,,,0.9317722217919696
Liberia__None,,0.8344206877635088,0.8657706680312595,,,,0.8152164756003264
Libya__None,,1.1607857663087893,,1.9138359363350295,,,0.7873185899744678
Lithuania__None,0.21873254434773465,,0.29033485666684883,,,,0.2326168549094133
Luxembourg__None,0.7167997302654925,0.34604582711862397,0.31131723976862574,,,,0.3299258924877178
Madagascar__None,0.15591499128393665,,0.3027754195570863,1.8060767755421174,,,1.0301422102213742
Malawi__None,,,1.8434047222580492,,,,0.8357787820101886
Malaysia__None,0.2798085565068205,,0.4519754965827534,,,,0.33515200160563396
Mali__None,,0.5793808009552883,,0.861680540040055,,,0.3462582097380501
Malta__None,0.5955867407509766,0.649242586678698,,,,,0.637443400036443
Mauritania__None,,0.9322613334138206,0.5773109199731907,1.6653794300725628,,,
Mauritius__None,,0.0007819619696229466,0.0057566853308843305,0.0008966309379597562,,,0.0007247079758440222
Mexico__None,,0.3931044078315814,,0.5834978728119244,,,0.2896165219548028
Moldova__None,,0.9730343700451248,,,,,0.9591213215065721
Monaco__None,,1.9405519302563352,1.9607429488901365,,,,1.1121079738931363
Mongolia__None,,,,,,,0.9668997470361959
Morocco__None,,0.6251840049839137,0.9032389473184077,,,,0.7195506476902002
Mozambique__None,,,1.6678541855743338,,,,1.0828138616146645
Namibia__None,,,0.5779220801799964,1.948666083212318,,,1.5112995714242052
Nepal__None,,0.6041507247625397,1.8722435761612286,,,,0.6553829261054295
Netherlands__None,0.14967080004016026,0.2749892770728204,1.0161822406849828,,,,0.20586535204425058
New_Zealand__None,0.4015600501173572,0.003023167106000518,0.4751666980995237,,,,
Nicaragua__None,,,1.0610273240216173,,,,
Niger__None,,,1.3077232834551193,1.0457630000509162,,,1.019219586783608
Nigeria__None,,0.37953706697207024,0.5867492328704679,,,,
Norway__None,0.05302225740386823,,0.053598608054120936,,,,0.023285798637919998
Oman__None,,0.7692885871158546,1.094307025794049,,,,0.7138201861304518
Pakistan__None,,0.8848523301597714,1.0057276973459406,,,,0.7497179608601429
Panama__None,,0.9911928097935115,1.002169771666233,,,,1.0311997946420237
Paraguay__None,,0.3297387252986347,,,,,0.7523396450479832
Peru__None,0.2321674985160655,0.5217198375072939,,,,,
Philippines__None,,0.9953667988117891,1.000837647096482,,,,1.0311992412037245
Poland__None,,0.5460646721075829,,,,,0.4522333088890309
Portugal__None,,0.9698504705382848,1.006078681379593,,,,1.099693060424719
Qatar__None,,,1.0524086741861636,,,,0.40454210422123466
Romania__None,,0.8736629271534707,,,,,0.8512288822399211
Russia__None,0.4026066593459037,,1.1568852125528157,,,,0.8274137393187843
Rwanda__None,,0.33655293518072577,1.1029588324779946,,,,0.16199152578378487
San_Marino__None,,0.3763884556482444,0.28040325188520754,,,,0.5051516288834945
Saudi_Arabia__None,,0.8534892397484338,1.0203704847104287,,,,0.7265910795961635
Senegal__None,,0.1573022433984029,,0.41962233597401316,,,0.1323427420218831
Serbia__None,,0.663815635890687,0.5908286563045339,,,,0.23464714276308477
Sierra_Leone__None,0.8803767078762696,0.6669371107937518,,1.0609174393101557,,,0.41676715556421257
Singapore__None,0.043652110426299934,0.028691834513819972,0.3504215425969684,,,,
Slovakia__None,,,,,,,0.046088709316123
Slovenia__None,0.13049640940576338,,,,,,0.0660185243299867
Somalia__None,,0.4049166211683979,0.3089268884228263,1.1286689997493105,,,0.7837805400919738
South_Africa__None,,0.4665393475522288,0.5065172953192791,,,,0.4589425320256436
South_Sudan__None,,0.38997071191371524,,1.91741506178846,,,0.7702802050571854
Spain__None,,0.12132790582072436,0.291132428718352,,,,0.03124850904767405
Sri_Lanka__None,,0.5255533461374832,1.1055272641799947,,,,0.3311247529491666
Sudan__None,,,1.69589914440424,,,,0.46134750312996775
Suriname__None,,1.0582626295334185,,1.9060543341804042,,,1.486344786423903
Sweden__None,,,1.0001563564896707,,,,0.9730909186183033
Switzerland__None,0.20965786202020772,,,,,,0.025219548805968356
Tajikistan__None,0.3361152403496935,,1.8982347654740013,,,,
Tanzania__None,0.000167498169119695,,,0.0002090624561292461,,,0.002825273925819039
Thailand__None,0.001281994152811308,,0.6116909309781582,,,,0.03186656385974774
Togo__None,,0.9054999516930643,,1.6855794106165591,,,0.5818452845939867
Trinidad_and_Tobago__None,,0.5901001973906101,1.2718825591237939,,,,0.3382788307863653
Tunisia__None,,0.25493702070130675,0.26719390891255107,,,,0.3003965414941348
Turkey__None,,0.765438835012946,0.8009092963249226,,,,
US__Alabama,,0.9980916750088983,,1.0013326281563082,,1.0518204624811698,0.9962792533323814
US__Alaska,,0.6044536114421728,0.6654232490691774,0.6141903780673927,,,0.5980472978340731
US__Arizona,,0.9921812024593394,1.0171948504142954,1.001875356764211,,,
US__Arkansas,,,0.725526725932162,0.7383952193287577,,,0.6790245037623018
US__California,,0.910684424240837,,0.9462695556945796,,,0.9512436095364392
US__Colorado,,0.7198582599450384,,1.0504904877110326,,,0.5549720861052202
US__Connecticut,,,,1.250614620332833,,,0.42142863256806035
US__Delaware,,0.5342957100602349,,1.1928784646517931,,,0.45741438672096696
US__District_of_Columbia,,0.6123975322137339,,1.2491209582069513,,,0.45730639670181567
US__Florida,,0.9789954619846648,1.1634470618774386,1.0047802511398816,,,0.96183491230635
US__Georgia,,0.9787632669870456,,1.004768653352578,,,1.0089983084681393
US__Hawaii,,0.3876031601643737,,0.2663922721646758,,,
US__Idaho,,0.3462819164990278,0.4569768008269516,0.35011894885152983,,,
US__Illinois,,0.646909330379023,,1.5425933389113036,,,
US__Indiana,,0.8110825004107814,,1.0961291200382492,,,0.6290443804726176
US__Iowa,0.9606713744116016,,,1.2181439353669867,,,0.4255095444908077
US__Kansas,,0.668455704299181,,1.0978740748626907,,0.9234684758934028,0.48981663777492773
US__Kentucky,,,,0.7643674611408896,,,0.659412310832263
US__Louisiana,,0.9219546520885445,1.056041708694526,1.0235249061129121,,,
US__Maine,,0.6755612965418757,,0.8987257052502706,,,0.5745083683425157
US__Maryland,,0.5624336839455016,,1.1410750544226402,,,0.41440374376212075
US__Massachusetts,,,,1.3310466093879922,,,0.16469400784760263
US__Michigan,,0.7442347541444373,,1.093786119228047,,,0.7439779811868603
US__Minnesota,,0.19553055396625202,0.8652079424098796,1.5668822909868305,,,0.07709141498778271
US__Mississippi,,0.7758360420586764,,0.8417752839070023,,,0.7471861329963105
US__Missouri,,0.9528782847614622,,1.01347922710757,,,0.9958580890026222
US__Montana,,0.19896144644580005,0.2935484385983417,0.2133822256567226,,,0.18731090390340402
US__Nebraska,0.4228275751528489,,,1.0686958458877966,,,0.12031621378201993
US__Nevada,,0.9943796575750113,,1.0020703203495676,,,1.150344527256092
US__New_Hampshire,,0.4664424216829126,,1.0779900460736307,,,0.9355210059670064
US__New_Jersey,,0.48400517733502707,,1.1721001060894665,,,0.2034161726866862
US__New_Mexico,,,,1.0778139419324726,,,0.7769659703083494
US__New_York,,0.18044320951013926,,1.3141371383281386,,,0.09265285389023661
US__North_Carolina,,0.9869104440464247,,0.9972120978742005,,,0.9747704975594664
US__North_Dakota,,,0.5072263360663968,1.1476094528615775,,,
US__Ohio,,0.8846507766042896,,1.0445869322790247,,,0.9677338354329564
US__Oklahoma,,,1.1466074977492609,1.0000576509845502,,,0.990648117110556
US__Oregon,,1.0246961070850154,,1.0037665955664339,,,
US__Pennsylvania,,0.5889883919514984,0.9268952319176899,1.0920115683944482,,,0.5585700454099272
US__Rhode_Island,,0.5204121664027361,,1.345873119836388,,,0.36570509245619026
US__South_Carolina,,0.9010844968503903,,1.038276850963382,,0.8498618918808029,0.885477438910815
US__South_Dakota,,,0.8389543615306372,1.0718626397331235,,0.9431296420183045,
US__Tennessee,,0.9946701300817232,,1.001633536871686,,,1.0726671361579878
US__Texas,,0.989002642688892,,1.0028626502324034,,,1.0442581798640205
US__Utah,,,,1.0030530895263798,,,1.0064276713475948
US__Vermont,,0.3050884645487279,,0.3244306414736492,,,0.48796371170384595
US__Virginia,,0.38244427646928775,,0.9134253549937599,,,0.31200135691012754
US__Washington,,0.9378817916328406,,1.0022119234682028,,,1.0620169393137637
US__West_Virginia,,0.9179854541024748,0.9309787293312997,0.9366390020758678,,,0.9567108823826267
US__Wisconsin,,0.7201874037347034,,0.9329269408181144,,,0.5450730010037952
US__Wyoming,,,,0.42167817139678687,,0.43603222291799637,0.3977940664793344
Uganda__None,,0.8681083135903696,1.9495614280984228,,,,1.9357728610223763
Ukraine__None,,,0.9088489114847418,,,,0.9322710904850998
United_Arab_Emirates__None,0.22232890366975133,0.6837700095911377,1.1273006583341076,,,,0.43529392641991477
United_Kingdom__None,0.16888571707328123,0.3793941663257672,0.8658645655903732,,,,0.21074382895969074
Uruguay__None,0.6590855213694714,0.5897621914526728,,0.6173738611632337,,,0.5958462763084441
Uzbekistan__None,1.189737672195458,0.9165238584029485,0.9791022227076464,,,,0.8825613202780374
Venezuela__None,,0.4278440633366655,0.5396978018076326,,,,0.3664370477327506
Vietnam__None,0.672385496216606,0.5745573109886647,0.5969124207119311,,,,0.5607698595971505
Yemen__None,,,0.21585141003449956,1.8349699427738781,,,0.8991274529341061
Zambia__None,,,1.545457451081714,,,,0.5219567060170701
Zimbabwe__None,,1.1144523617734279,1.816219199047098,,,,0.45969474861334864
