policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,28032052707.650127,20881126943.32842,35182978471.97184,41277898835.27854,34126973070.956833,48428824599.60026,0,2095357218334.3303,1935469463991.9678,2255244972676.693,10778043938.414635,10778043938.414635,10778043938.414635,69776607586.58884,63850539432.2468,75702675740.93088,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",10273068,7652427.0,12893709.0,474926,442233.0,507619.0,14510057.352941176,14510057.352941176,14510057.352941176,548912.6470588236,548912.6470588236,548912.6470588236,3110505,3110505.0,3110505.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,18087105908.762695,13473117331.625252,22701094485.90014,45520103520.55803,40906114943.420586,50134092097.69547,0,1369094880402.478,1264755298606.1077,1473434462198.8484,8049057491.414635,8049057491.414635,8049057491.414635,61535096702.00441,57711422443.22601,65358770960.78281,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6628486,4937571.0,8319401.0,310476,289104.0,331848.0,10885653.88235294,10885653.88235294,10885653.88235294,402500.11764705885,402500.11764705885,402500.11764705885,2280834,2280834.0,2280834.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,17328488216.996483,12908024032.195578,21748952401.797386,51930068565.07398,47509604380.27308,56350532749.874886,0,1313565292251.4136,1213469019117.921,1413661565384.9067,7831243954.1707325,7831243954.1707325,7831243954.1707325,60906420039.33699,57243122041.802414,64569718036.871574,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6350471,4730478.0,7970464.0,297901,277394.0,318408.0,10596052.764705881,10596052.764705881,10596052.764705881,390862.23529411765,390862.23529411765,390862.23529411765,2214886,2214886.0,2214886.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,13844263291.24352,10312616403.131676,17375910179.355366,34108678166.75669,30577031278.644844,37640325054.86853,0,1015078901399.05,937474928264.6082,1092682874533.492,3932489776.9756103,3932489776.9756103,3932489776.9756103,58018996081.15696,55092272906.31416,60945719255.999756,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",5073587,3779324.0,6367850.0,229887,214062.0,245712.0,5262610.117647059,5262610.117647059,5262610.117647059,205008.8823529412,205008.8823529412,205008.8823529412,1161717,1161717.0,1161717.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,9719084661.230959,7239763834.8964405,12198405487.565477,34969443583.15446,32490122756.81994,37448764409.488976,0,718089371156.5756,663230546369.8857,772948195943.2655,3078447777.658537,3078447777.658537,3078447777.658537,54600405185.938995,52545758741.88776,56655051629.990234,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",3561809,2653198.0,4470420.0,162680,151481.0,173879.0,4135169.882352941,4135169.882352941,4135169.882352941,158165.11764705883,158165.11764705883,158165.11764705883,896269,896269.0,896269.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,3766644691.2253394,2805781703.060269,4727507679.390409,44295474442.25168,43334611454.08661,45256337430.41675,0,287885344795.2089,265964858675.40002,309805830915.0178,1734380338.3902442,1734380338.3902442,1734380338.3902442,49667538294.37102,48871258240.21903,50463818348.52301,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1380384,1028251.0,1732517.0,65311,60815.0,69807.0,2357197.529411765,2357197.529411765,2357197.529411765,84989.4705882353,84989.4705882353,84989.4705882353,481607,481607.0,481607.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,5300737942.49775,3948528477.576323,6652947407.419178,33825054899.229004,32472845434.30758,35177264364.15044,0,399181385228.9113,368744461888.9536,429618308568.869,2107813277.1219516,2107813277.1219516,2107813277.1219516,50938861960.95348,49818267829.204605,52059456092.70236,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1942592,1447040.0,2438144.0,90505,84275.0,96735.0,2851991.411764706,2851991.411764706,2851991.411764706,105199.58823529413,105199.58823529413,105199.58823529413,596131,596131.0,596131.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,3282629058.380022,2445236717.247412,4120021399.5126324,45994097499.27818,45156705158.14558,46831489840.4108,0,252638888105.91037,233413484484.08463,271864291727.73618,1607580135.5121953,1607580135.5121953,1607580135.5121953,49266428043.39915,48572469771.5576,49960386315.24069,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1203004,896120.0,1509888.0,57331,53384.0,61278.0,2188923.0588235296,2188923.0588235296,2188923.0588235296,78166.94117647059,78166.94117647059,78166.94117647059,442946,442946.0,442946.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,3150792237.425453,2347031042.277838,3954553432.5730677,53030843414.60578,52227082219.45817,53834604609.753395,0,243019789772.33298,224530435804.9616,261509143739.7043,1571898262.5365853,1571898262.5365853,1571898262.5365853,49157173100.476006,48491085410.67995,49823260790.272064,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1154689,860130.0,1449248.0,55153,51356.0,58950.0,2141536.9411764704,2141536.9411764704,2141536.9411764704,76252.05882352941,76252.05882352941,76252.05882352941,432095,432095.0,432095.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,26415170899.04021,19676708969.590706,33153632828.48972,34675072980.25829,27936611050.80879,41413534909.7078,0,1938586664266.2097,1790395650993.8115,2086777677538.6074,7696351383.439025,7696351383.439025,7696351383.439025,68436675931.425446,62852422092.76954,74020929770.08134,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7635616432286981, 'Lockdown': 0.49986259283383605, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.1710086716093235, 'Restrict_Mass_Gatherings': 1.0222905703149394, 'Restrict_Mass_Gatherings_and_Schools': 0.5990337008598553, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.523813689449863}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9680520,7211037.0,12150003.0,439053,408830.0,469276.0,10286957.470588235,10286957.470588235,10286957.470588235,403116.52941176476,403116.52941176476,403116.52941176476,2284327,2284327.0,2284327.0,BR,2020-03-15,3
