policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,28563692226.164913,21277147671.855347,35850236780.47448,41809538353.79333,34522993799.483765,49096082908.1029,0,2134121755023.2002,1971269582565.6597,2296973927480.7407,10919243952.878052,10919243952.878052,10919243952.878052,69911945315.91402,63873488050.15269,75950402581.67535,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",10467901,7797559.0,13138243.0,483703,450406.0,517000.0,14697385.647058824,14697385.647058824,14697385.647058824,556518.3529411765,556518.3529411765,556518.3529411765,3153604,3153604.0,3153604.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,17986026919.657448,13397824495.019653,22574229344.29524,45419024531.45278,40830822106.81499,50007226956.090576,0,1361681263354.245,1257905993107.548,1465456533600.9417,8019128424.731709,8019128424.731709,8019128424.731709,61146092112.27245,57343787184.14962,64948397040.39528,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6591443,4909978.0,8272908.0,308797,287540.0,330054.0,10845801.05882353,10845801.05882353,10845801.05882353,400909.9411764706,400909.9411764706,400909.9411764706,2271823,2271823.0,2271823.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,17206832151.06585,12817401396.146275,21596262905.985428,51808412499.14335,47418981744.22377,56197843254.06293,0,1304641611601.7646,1205227017264.656,1404056205938.8735,7795092270.658537,7795092270.658537,7795092270.658537,60500362949.872375,56862782772.1839,64137943127.56085,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6305887,4697267.0,7914507.0,295880,275512.0,316248.0,10547913.470588235,10547913.470588235,10547913.470588235,388941.52941176476,388941.52941176476,388941.52941176476,2204002,2204002.0,2204002.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,13624153239.24517,10148657403.634682,17099649074.855658,33888568114.75834,30413072279.14785,37364063950.36883,0,998973929649.7153,922601238134.5073,1075346621164.9233,3870735792.0,3870735792.0,3870735792.0,57531348852.07504,54651158808.05026,60411538896.09982,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",4992922,3719237.0,6266607.0,226240,210666.0,241814.0,5180257.882352941,5180257.882352941,5180257.882352941,201746.11764705883,201746.11764705883,201746.11764705883,1143228,1143228.0,1143228.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,9558086294.058,7119835031.879276,11996337556.236723,34808445215.9815,32370193953.802776,37246696478.160225,0,706265340302.2124,652313084825.7306,760217595778.6942,3030158728.756098,3030158728.756098,3030158728.756098,54161744603.41703,52141133058.38134,56182356148.45272,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",3502807,2609247.0,4396367.0,160002,148988.0,171016.0,4070617.8235294116,4070617.8235294116,4070617.8235294116,155637.17647058825,155637.17647058825,155637.17647058825,881944,881944.0,881944.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,3681836900.7820406,2742606993.7828155,4621066807.781264,44210666651.80838,43271436744.80915,45149896558.8076,0,281575024896.03125,260134407813.35812,303015641978.7043,1703473686.1463416,1703473686.1463416,1703473686.1463416,49292017865.34796,48513665435.89834,50070370294.79759,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1349304,1005099.0,1693509.0,63881,59483.0,68279.0,2315640.2352941176,2315640.2352941176,2315640.2352941176,83407.76470588236,83407.76470588236,83407.76470588236,472644,472644.0,472644.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,5337839986.470001,3976167412.88521,6699512560.054792,33862156943.201256,32500484369.616463,35223829516.78605,0,401693864593.33624,371063413569.26953,432324315617.40295,2105465410.8292685,2105465410.8292685,2105465410.8292685,50664369847.87738,49535933510.97363,51792806184.78113,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1956189,1457169.0,2455209.0,91072,84803.0,97341.0,2848239.294117647,2848239.294117647,2848239.294117647,105168.70588235295,105168.70588235295,105168.70588235295,595956,595956.0,595956.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,3215200316.1134725,2395009658.087508,4035390974.1394367,45926668757.011635,45106478098.98567,46746859415.0376,0,247587648266.69897,228748366905.55075,266426929627.84723,1580999655.2926831,1580999655.2926831,1580999655.2926831,48905309864.84649,48225606858.661316,49585012871.03167,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1178293,877713.0,1478873.0,56186,52318.0,60054.0,2153102.294117647,2153102.294117647,2153102.294117647,76818.70588235295,76818.70588235295,76818.70588235295,435306,435306.0,435306.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,3082689507.89251,2296301903.534872,3869077112.250147,52962740685.07284,52176353080.7152,53749128289.43047,0,237919944219.77747,219821462775.1669,256018425664.38803,1545059149.2439027,1545059149.2439027,1545059149.2439027,48795496379.63003,48143806417.6947,49447186341.565346,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1129731,841539.0,1417923.0,53997,50280.0,57714.0,2105368.411764706,2105368.411764706,2105368.411764706,74890.58823529413,74890.58823529413,74890.58823529413,424380,424380.0,424380.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,27378014918.60367,20393932382.688168,34362097454.51917,35637916999.82175,28653834463.90625,42621999535.73726,0,2009644238012.2573,1856024666869.4792,2163263809155.0352,8005782127.682927,8005782127.682927,8005782127.682927,68929358618.01796,63141555686.27951,74717161549.75641,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7741915538443568, 'Lockdown': 0.4960845870378078, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.170958888121036, 'Restrict_Mass_Gatherings': 1.0222471093296643, 'Restrict_Mass_Gatherings_and_Schools': 0.5955127646545283, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5208772593490644}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",10033379,7473882.0,12592876.0,455150,423819.0,486481.0,10700510.294117646,10700510.294117646,10700510.294117646,419328.70588235295,419328.70588235295,419328.70588235295,2376196,2376196.0,2376196.0,BR,2020-03-15,3
