policy,st_term_unemployment_costs,st_term_gdp_impact,st_term_sick_worker_cost,st_term_sick_worker_cost_lb,st_term_sick_worker_cost_ub,st_economic_costs,st_economic_costs_lb,st_economic_costs_ub,lt_economic_costs,d_costs,d_costs_lb,d_costs_ub,h_costs,h_costs_lb,h_costs_ub,mh_costs,mh_costs_lb,mh_costs_ub,region,dict_region_policy_gamma,dict_region_policy_counts,num_cases,num_cases_lb,num_cases_ub,num_deaths,num_deaths_lb,num_deaths_ub,hospitalization_days,hospitalization_days_lb,hospitalization_days_ub,icu_days,icu_days_lb,icu_days_ub,ventilated_days,ventilated_days_lb,ventilated_days_ub,country,start_date,policy_length
No_Measure-Restrict_Mass_Gatherings-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,5177179460.96175,8068666666.666666,26900512676.871227,20038241742.40937,33762783611.33308,40146358804.49964,33284087870.03779,47008629738.961494,0,2013087806818.1277,1859494481595.421,2166681132040.8342,10493042155.682928,10493042155.682928,10493042155.682928,69505397015.6741,63818540992.90869,75192253038.43954,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",9858386,7343530.0,12373242.0,456301,424890.0,487712.0,14132860.647058824,14132860.647058824,14132860.647058824,533424.3529411765,533424.3529411765,533424.3529411765,3022738,3022738.0,3022738.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Restrict_Mass_Gatherings_and_Schools_and_Others,11295664278.462,16137333333.333334,18380118461.960327,13691382786.894527,23068854137.02613,45813116073.75566,41124380398.689865,50501851748.821465,0,1390775705549.084,1284776425454.6272,1496774985643.541,8148485891.780488,8148485891.780488,8148485891.780488,62444431976.52537,58558813794.50381,66330050158.54693,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6735868,5017560.0,8454176.0,315388,293677.0,337099.0,11018795.94117647,11018795.94117647,11018795.94117647,407671.05882352946,407671.05882352946,407671.05882352946,2310136,2310136.0,2310136.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings-Lockdown,14119580348.077501,20481999999.999996,17666999003.71572,13160179859.321539,22173818148.10991,52268579351.79322,47761760207.39904,56775398496.18741,0,1338584188880.6694,1236577441294.6743,1440590936466.664,7944279657.439025,7944279657.439025,7944279657.439025,61853460310.614655,58118598799.084656,65588321822.14466,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",6474527,4822887.0,8126167.0,303569,282672.0,324466.0,10747300.88235294,10747300.88235294,10747300.88235294,396758.11764705885,396758.11764705885,396758.11764705885,2248296,2248296.0,2248296.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-No_Measure,8471748208.8465,11792666666.666666,14529069826.912846,10822731988.216059,18235407665.60964,34793484702.42601,31087146863.729225,38499822541.1228,0,1065186610962.6166,983751516971.7915,1146621704953.4417,4124664234.658537,4124664234.658537,4124664234.658537,59253016287.267136,56181524377.126,62324508197.408264,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",5324552,3966269.0,6682835.0,241234,224628.0,257840.0,5518898.647058823,5518898.647058823,5518898.647058823,215160.35294117648,215160.35294117648,215160.35294117648,1219242,1219242.0,1219242.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings,10354358921.923502,14896000000.0,10220443869.239004,7613226455.199601,12827661283.27841,35470802791.162506,32863585377.1231,38078020205.20191,0,754912432518.5188,697239384338.7831,812585480698.2544,3228775878.658537,3228775878.658537,3228775878.658537,55682400129.54726,53521764066.74925,57843036192.34527,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",3745545,2790063.0,4701027.0,171020,159247.0,182793.0,4336133.235294118,4336133.235294118,4336133.235294118,166033.76470588235,166033.76470588235,166033.76470588235,940858,940858.0,940858.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools,16943496417.693,23585333333.333332,4027341328.6501265,2999974625.276431,5054708032.023824,44556171079.67646,43528804376.302765,45583537783.05016,0,307296728192.993,283893710875.31226,330699745510.67377,1829767893.5853662,1829767893.5853662,1829767893.5853662,50550092935.77517,49698700360.2753,51401485511.27504,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1475923,1099418.0,1852428.0,69710,64911.0,74509.0,2485492.294117647,2485492.294117647,2485492.294117647,89865.70588235295,89865.70588235295,89865.70588235295,509239,509239.0,509239.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,11766316956.731253,16758000000.0,5267273246.809314,3923601863.4933257,6610944630.125301,33791590203.54057,32447918820.22458,35135261586.85655,0,397281187694.77295,366992669073.5747,427569706315.97125,2133497439.5121953,2133497439.5121953,2133497439.5121953,51577641157.6315,50464122648.699684,52691159666.56331,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1930328,1437905.0,2422751.0,90080,83879.0,96281.0,2887980.0,2887980.0,2887980.0,106296.0,106296.0,106296.0,602344,602344.0,602344.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Restrict_Mass_Gatherings_and_Schools_and_Others,17884801774.231503,24826666666.666664,3477225827.2173424,2590193096.0028625,4364258558.431822,46188694268.11551,45301661536.901024,47075726999.32999,0,267244413611.41162,246904646725.3706,287584180497.45264,1686304839.7317073,1686304839.7317073,1686304839.7317073,50094204836.57044,49359108907.238304,50829300765.90257,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1274319,949243.0,1599395.0,60642,56467.0,64817.0,2295127.8235294116,2295127.8235294116,2295127.8235294116,82143.17647058824,82143.17647058824,82143.17647058824,465478,465478.0,465478.0,BR,2020-03-15,3
No_Measure-Restrict_Mass_Gatherings_and_Schools-Lockdown,20708717843.847004,29171333333.33333,3345893814.539221,2492361252.027199,4199426377.051243,53225944991.71955,52372412429.20753,54079477554.23157,0,257664943827.66785,238060834075.58923,277269053579.7464,1650906514.0243902,1650906514.0243902,1650906514.0243902,49985368235.04109,49278034345.12254,50692702124.95964,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",1226189,913390.0,1538988.0,58473,54448.0,62498.0,2248120.882352941,2248120.882352941,2248120.882352941,80243.11764705883,80243.11764705883,80243.11764705883,454711,454711.0,454711.0,BR,2020-03-15,3
No_Measure-Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others-No_Measure,3294568747.88475,4965333333.333333,24320093760.577755,18116081903.830826,30524105617.324688,32579995841.795837,26375983985.04891,38784007698.54277,0,1784092955208.5464,1647705918786.6526,1920479991630.44,7031339314.463416,7031339314.463416,7031339314.463416,67366969227.62407,62225621337.136536,72508317118.1116,BR,"{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0.7383585060026162, 'Lockdown': 0.5079184142639452, 'Mass_Gatherings_Authorized_But_Others_Restricted': 0.7546734739624015, 'No_Measure': 1.171764504109558, 'Restrict_Mass_Gatherings': 1.022950412087644, 'Restrict_Mass_Gatherings_and_Schools': 0.6089370518259564, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0.5299975872682983}","{'Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others': 0, 'Mass_Gatherings_Authorized_But_Others_Restricted': 93, 'No_Measure': 0, 'Restrict_Mass_Gatherings': 0, 'Restrict_Mass_Gatherings_and_Schools': 0, 'Restrict_Mass_Gatherings_and_Schools_and_Others': 0}",8912725,6639105.0,11186345.0,404056,376242.0,431870.0,9398350.647058824,9398350.647058824,9398350.647058824,368247.3529411765,368247.3529411765,368247.3529411765,2086735,2086735.0,2086735.0,BR,2020-03-15,3
