region,t0,policy_before,policy_after,direction,severity_change,beta_post,se_beta_post,t_stat,p_value,n_obs,r_squared
Paraguay__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.013874995048637297,0.0028938622941488894,-4.794628644455957,5.2894287130511586e-05,30,0.9972414615725768
Paraguay__None,2020-03-17,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.009141197206929486,0.005434647789203621,-1.6820220116360132,0.10172851105134018,37,0.9924078002521091
Paraguay__None,2020-06-10,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.2486133521462038,0.32233129655043624,0.7712975897992036,0.44517876054368055,42,0.12240293045696005
Paraguay__None,2020-06-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-1.224931728806125,0.28657812601124183,-4.274337842372776,0.00011955775142635794,42,0.33071918862407546
Peru__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0019506910630925356,0.0007779626301991918,-2.5074354311762703,0.018012985895741185,32,0.9999165410921623
Peru__None,2020-03-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.004825646204278023,0.000991459904872137,-4.867212663431266,2.9220933205342803e-05,35,0.9998834038222525
Peru__None,2020-07-01,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,0.00047830268081362174,0.0014779824965026724,0.3236186368549168,0.7479558319832229,42,0.9926918193617608
Philippines__None,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-4.211798714588884e-09,9.06403295092141e-10,-4.646716022982607,5.5320067857911326e-05,35,0.9999999999987781
Philippines__None,2020-03-18,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-5.489443448631129e-09,1.498087398603916e-09,-3.6643011974780655,0.0008144058645089824,38,0.9999999999970568
Philippines__None,2020-05-29,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.0022290375617751816,0.001723008320061012,-1.2936893779458076,0.2033824069236163,42,0.05934988487053461
Poland__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.0019634634156663025,0.00041186125403705286,-4.767293345563554,5.69269822940921e-05,30,0.9995876208759471
Poland__None,2020-03-12,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.0019864294894741765,0.0005127567596436426,-3.874019117475334,0.0005626289617417513,32,0.999425901423042
Poland__None,2020-03-31,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,7.199773449100347e-05,0.000956609917993705,0.07526342047760083,0.9403898752393152,42,0.998361810642597
Poland__None,2020-04-20,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,8.882774546518295e-05,0.0008451511880589615,0.10510278719384103,0.9168329555784132,42,0.9982670940424511
Portugal__None,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-3.6233535295891912e-06,8.298466180720425e-07,-4.366293060285308,0.00012388722102363303,35,0.9999999872602139
Portugal__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-3.958817834877164e-06,9.777466901690618e-07,-4.04891969942915,0.00029277000541316767,36,0.9999999831125667
Portugal__None,2020-03-19,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-4.378848716454732e-06,1.531148685667046e-06,-2.8598455247650123,0.0070108996362672205,39,0.9999999630142449
Portugal__None,2020-05-04,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-3.532209325521319e-06,1.2743127931505719e-05,-0.27718542452896455,0.7831016942958478,42,0.9999975998354539
Qatar__None,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.011123664625739892,0.0027577353315184974,-4.03362298716855,0.00031863054677727654,35,0.9992266862001769
Romania__None,2020-03-08,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-7.170738866709922e-07,1.059471362684006e-05,-0.06768223398265309,0.9465770030679441,28,0.9999997183072181
Romania__None,2020-03-11,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-4.8643935142239376e-05,1.4662889928677916e-05,-3.3174862103479876,0.0025249500431308025,31,0.9999995475749295
Romania__None,2020-03-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0001314367764596201,9.707204673535156e-05,-1.3540126213466728,0.18352681415481875,42,0.9999873975420217
Romania__None,2020-05-16,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.0001221515168767129,0.00047890883816346794,-0.255062147829935,0.800015397467789,42,0.9996180442784366
Russia__None,2020-03-17,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.007084728584912922,0.0015156398906303345,-4.6744141723311845,4.52231601832942e-05,37,0.999814724060001
Russia__None,2020-03-19,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.009447233364753525,0.0017558877453405825,-5.380317386360643,4.680351291863616e-06,39,0.9997660671986299
Russia__None,2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.010613961955658497,0.0023530797462362383,-4.510668188205511,6.042361023661513e-05,41,0.9995979315082247
Russia__None,2020-03-28,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.008490999390817558,0.00597994021710725,-1.4199137587574435,0.16357761485199362,42,0.997266193108826
Russia__None,2020-04-06,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.0032959663126278242,0.009411986744403682,-0.3501881592202187,0.7280817817687333,42,0.9915575820804341
Rwanda__None,2020-03-20,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0387671233720757,0.014800999699733362,-2.619223306434773,0.012701927355842635,40,0.9929784091810006
Rwanda__None,2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.03443527559436207,0.016340876804034975,-2.1073089288488567,0.041745726354949,41,0.9914872902159354
Rwanda__None,2020-06-24,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.2514067830375494,0.11509177557153936,-2.1844026802877727,0.035008722103598844,42,0.12047287168512355
San_Marino__None,2020-03-08,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0012668738047665329,0.0033261762728352016,0.38087993565255684,0.7065098054372037,28,0.9994116532491207
San_Marino__None,2020-04-10,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.010432521229686777,0.020489519863019032,0.5091637724764916,0.6135063177735338,42,0.9601287044292885
San_Marino__None,2020-05-03,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.004919395212691049,0.007697520535475146,0.6390882869385406,0.5265015170935863,42,0.96908586673542
San_Marino__None,2020-06-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,-0.06247764461193502,0.1226390372682836,-0.5094433714059555,0.6133121786364546,42,0.1991698701628538
Saudi_Arabia__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.00017684348036419838,3.873890325669747e-05,-4.565009989889798,7.93286932048165e-05,33,0.9999977407508408
Saudi_Arabia__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.00018122171039191334,0.00013965118958575825,-1.297673946992246,0.20202262457397335,42,0.9999789929683541
Saudi_Arabia__None,2020-04-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.00016143260670785494,0.00030116671189477193,-0.536024070164367,0.5949861322395198,42,0.9998985906925031
Saudi_Arabia__None,2020-05-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-4.4559739650216514e-05,0.0006355900542701361,-0.07010767294240558,0.9444662209912291,42,0.9993834343403856
Saudi_Arabia__None,2020-05-31,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-2.626768938013887e-05,0.000654962392890481,-0.040105645248140524,0.9682135124648401,42,0.9992937980613219
Senegal__None,2020-03-14,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,4,-0.020462061527663333,0.008532549838479236,-2.3981180204052936,0.02268699358840265,34,0.9731874794321127
Senegal__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.01451034752581213,0.009540402755635237,-1.5209365786199427,0.1378007764188005,36,0.9675275870600158
Senegal__None,2020-03-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.006895479374890247,0.00941692677014345,0.732243070717349,0.46839813271513675,42,0.9599991721730222
Senegal__None,2020-06-30,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.022815211529006174,0.01618942722645526,-1.4092661346118331,0.1666807499865599,42,0.2880383778566923
Serbia__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.007358572318356986,0.0030929372799316985,2.3791534235442,0.024407279914930635,31,0.9992944575803826
Serbia__None,2020-03-15,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,tightening,2,-0.004830461093231812,0.0031490265573106413,-1.5339537489824042,0.13486970834968437,35,0.9994108749323135
Serbia__None,2020-05-07,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.004049751492233269,0.0077617973862852685,0.5217543425430029,0.6047921599523725,42,0.976226160958212
Serbia__None,2020-06-06,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,-0.1817571207007042,0.11670123362766162,-1.5574567213282862,0.12744088719084745,42,0.14134222038012123
Serbia__None,2020-07-01,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.3088428002411927,0.12225655095500242,-2.526186104782761,0.015701948212078154,42,0.18805306057950133
Sierra_Leone__None,2020-03-16,No_Measure,Restrict_Mass_Gatherings,tightening,1,-0.003561169826474723,0.0008360289279780146,-4.2596251245607295,0.00016011255441217287,36,0.999872666673589
Sierra_Leone__None,2020-03-20,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,3,-0.0038101671042721046,0.001483479587793825,-2.568398740112388,0.014387379151460156,40,0.9996457208926807
Sierra_Leone__None,2020-03-31,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.002231169071760191,0.0034449759462062304,-0.6476588245027544,0.5210002698873293,42,0.9979546130695826
Sierra_Leone__None,2020-04-05,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0015636763106573184,0.004076472164339928,-0.3835856710456681,0.7033687678866103,42,0.9968679704501336
Sierra_Leone__None,2020-04-26,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0005155094634802723,0.0046586922081220325,0.11065540294366852,0.912457110543458,42,0.9929237035924253
Sierra_Leone__None,2020-05-03,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.000786330484025587,0.0043608762524474315,0.1803147896215305,0.8578391559977838,42,0.9922635316870597
Sierra_Leone__None,2020-05-06,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0008507017131100603,0.004199808859191795,0.20255724525372043,0.8405341332922482,42,0.9920877226685253
Singapore__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.06995945479928742,0.06843278396881981,-1.0223090563020671,0.31480818298183455,33,0.6594592978345621
Singapore__None,2020-04-08,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,tightening,2,0.004398733071850092,0.0038911338784478507,1.1304502001881054,0.26519095877162213,42,0.911331925476686
Singapore__None,2020-06-19,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,0.02616320323879814,0.01689860875396932,1.548245989934092,0.12964055761683135,42,0.05856937918692229
Slovakia__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.671599426288306,0.2827097507315212,2.3755792806951987,0.024879853850761524,30,0.8125490763236619
Slovakia__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.9968904821721185,0.2484062782931501,-4.013145275642609,0.00032412772548040536,36,0.8556940705750888
Slovakia__None,2020-04-08,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.07621883394019571,0.06645016852211365,1.1470073836581949,0.2583668425496617,42,0.1581943262380231
Slovakia__None,2020-04-14,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0020967028258726803,0.0013047076700501824,1.6070288187943556,0.11611535139986273,42,0.7611954818886908
Slovenia__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.2667440795309606,0.18609337202428777,-1.433388393306919,0.16115411146928782,36,0.7796317927856385
Slovenia__None,2020-06-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.008158415354414483,0.06564906368678301,0.12427314109670995,0.9017373380211224,42,0.1098866034851047
Somalia__None,2020-03-14,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.00511084584358799,0.0011491031160259465,-4.447682520663001,0.00010384483608816275,34,0.9998618898246661
Somalia__None,2020-03-19,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.009053518037590344,0.0023709339417485645,-3.818545037536293,0.0005101391521304954,39,0.9995082446835495
Somalia__None,2020-03-21,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.008830960590691226,0.003146742714973039,-2.806381515931114,0.007859245750740929,41,0.9991682856325235
Somalia__None,2020-04-11,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.00011614605483851754,0.008978973082695081,-0.012935338347584816,0.9897453274138408,42,0.9890273990443221
Somalia__None,2020-06-23,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,0.000606206399905107,0.0017238879992828797,0.35165068737486593,0.7269931582614628,42,0.9913866221448662
South_Africa__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-8.113358187399966e-05,3.769153803820935e-05,-2.1525675548647407,0.03876027172807062,36,0.9999273573757502
South_Africa__None,2020-03-18,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-5.928222302048155e-05,4.298003003181961e-05,-1.3792969194435847,0.1765535097173161,38,0.999912429902401
South_Africa__None,2020-03-26,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,1.4816800794586853e-06,5.102892625448317e-05,0.02903608185031155,0.9769838937692958,42,0.9998871725519893
South_Africa__None,2020-06-01,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-5.843152726884963e-06,4.750050184307763e-05,-0.12301244197773673,0.9027290001967518,42,0.9998728288815811
South_Africa__None,2020-07-12,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.008695437967340274,0.008674774973228494,1.002381963125908,0.32249971062440985,41,0.4387524103794759
South_Sudan__None,2020-03-13,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,0.008006845558884455,0.0020908286185001203,3.829508305003141,0.0006087120429998372,33,0.9791375110838959
South_Sudan__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.008514765340713767,0.0030518445706528507,2.7900389890735124,0.008688034019581181,36,0.967770389102307
South_Sudan__None,2020-03-20,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.0071593067688463154,0.004694463979749151,1.52505308374501,0.1357490197407496,40,0.9485292673542227
South_Sudan__None,2020-05-07,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.31096053646178445,0.05149930740137347,-6.038149873322204,4.58394570523879e-07,42,0.9799828258771321
South_Sudan__None,2020-05-29,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.06359467779997596,0.043214621855125174,1.4716009320450354,0.14915258579405744,42,0.8161554407823459
Spain__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.42827326220940287,0.0817931432156534,-5.236053358167569,1.6159888915234788e-05,30,0.9618182166271376
Spain__None,2020-03-14,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Lockdown,tightening,2,-0.5914112015989823,0.09008536672833818,-6.565008536652178,2.4853510338651574e-07,34,0.9533237645580017
Spain__None,2020-05-27,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,0.0003238400525029105,0.0005587769035660514,0.5795516071551986,0.565550089935595,42,0.9790094632473361
Spain__None,2020-06-01,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.011196758352963498,0.009911311147773546,-1.1296949703247599,0.26550527848037375,42,0.031744145623698206
Spain__None,2020-06-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.0598663178778339,0.01803710814349473,3.3190640873007853,0.0019653629007831963,42,0.22365435358667718
Sri_Lanka__None,2020-03-14,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.005901914771270774,0.0012271494953174805,-4.809450514212914,3.7058802766054555e-05,34,0.9998293604781763
Sri_Lanka__None,2020-03-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.008359269277829425,0.003002201151055865,-2.7843801455107346,0.008401845497614246,40,0.999161499642031
Sri_Lanka__None,2020-04-20,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0016674619253924054,0.007879975639108226,0.2116074975050445,0.8335152148932061,42,0.9868165360548312
Sri_Lanka__None,2020-04-24,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0019904752367970726,0.007416621652147621,0.2683803125134061,0.789821139845331,42,0.9861487341533711
Sri_Lanka__None,2020-06-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0008246783208493125,0.002268305629244695,0.3635657868220852,0.7181457349854643,42,0.9903212590309874
Sudan__None,2020-03-14,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.08445671993265579,0.02376090046458835,3.5544410473216037,0.001238033891299839,34,0.95721076855404
Suriname__None,2020-03-13,No_Measure,Restrict_Mass_Gatherings,tightening,1,0.003340017379816737,0.0008944661836696146,3.7340901655041505,0.0007885501273643403,33,0.9913037815039812
Suriname__None,2020-03-14,Restrict_Mass_Gatherings,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,3,0.0033657322574993736,0.0010052119385033304,3.348281221680121,0.0021458769961038016,34,0.9899230713913081
Suriname__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.0032327655392637824,0.001245265422930438,2.5960453729263855,0.013970634387663994,36,0.9868406617081324
Suriname__None,2020-03-28,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0017506141824793543,0.002665600130692759,0.6567429834363002,0.5152030765508098,42,0.9721305923122847
Suriname__None,2020-05-24,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.08542395292767954,0.04816937457324417,-1.7734079731051469,0.08397054668572657,42,0.9678711546290077
Suriname__None,2020-06-04,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.18391793041626736,0.07907776452089982,-2.325785655810476,0.025321479403772607,42,0.913866798608922
Sweden__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-5.243243048669343e-07,1.1731410894475192e-07,-4.469405339078698,0.00011048955432446661,32,0.9999999985337334
Sweden__None,2020-03-17,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-6.110682928023195e-07,2.2466278487151886e-07,-2.7199355387309914,0.010211626841788002,37,0.9999999958151095
Switzerland__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.43571602508498863,0.28238530510369014,-1.5429840618830941,0.1323709608332202,36,0.7116145004182897
Switzerland__None,2020-05-11,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.00017032215611198845,0.00023677721989266067,0.7193350618323899,0.47622305437063805,42,0.9671842463571113
Tajikistan__None,2020-04-18,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.20630115772560165,0.14379789142835195,1.4346605202371294,0.15935476294051965,42,0.77358985433061
Tanzania__None,2020-03-16,No_Measure,Restrict_Mass_Gatherings,tightening,1,-9.4693283418729e-08,4.489590112394929e-08,-2.109174357750351,0.04260079011208284,36,0.9997296045619932
Tanzania__None,2020-03-17,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,tightening,2,-8.230832043009934e-08,4.803001300564647e-08,-1.7136851580786179,0.09569158149655355,37,0.9997021438069071
Tanzania__None,2020-03-26,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,2,4.842968512439477e-09,5.9117750640364287e-08,0.08192071687404165,0.9351287581799421,42,0.9995928244664036
Tanzania__None,2020-06-29,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.02531136421597845,0.011745956124344162,-2.1549002863648714,0.03740346906611247,42,0.13080465143939435
Thailand__None,2020-04-03,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.24701184544215576,0.18016690809622374,1.3710167313868282,0.1782082382574992,42,0.19910198491771258
Thailand__None,2020-07-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.03248378364942851,0.11483598375335047,-0.28287112268919595,0.7787716451905076,42,0.12104093127107518
Togo__None,2020-03-16,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,4,0.01857684586945933,0.0071132689907162676,2.611576462763394,0.013457372998342265,36,0.9812353934113301
Togo__None,2020-03-20,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.012170453150581136,0.01000519144167104,1.2164138209181992,0.23153051151890036,40,0.9725572372467048
Togo__None,2020-04-02,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.007158184598702029,0.01655006055359919,0.43251712436455814,0.6677479618914473,42,0.9685276396104071
Togo__None,2020-06-09,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.276028178736365,0.15495633932610575,1.7813287274131033,0.08264802280689931,42,0.08711130518380505
Trinidad_and_Tobago__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.058436111255350136,0.010497404067869658,-5.566720198397503,3.461598463205817e-06,36,0.9975687909343527
Trinidad_and_Tobago__None,2020-03-30,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0047324703488834385,0.037790431558359754,-0.12522932800000142,0.9009853103750924,42,0.9585374857465693
Trinidad_and_Tobago__None,2020-06-08,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-2.422274916418065,0.7938048474294352,-3.0514740798850957,0.004084740102221929,42,0.19898709951847582
Tunisia__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.09115988294809052,0.03636337188325433,-2.5069150143931096,0.017826573268461487,33,0.9868482822219634
Tunisia__None,2020-03-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.2246024028533721,0.048160664436745396,-4.663606814402794,3.9680539548392346e-05,40,0.9783851646121329
Tunisia__None,2020-05-15,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0018868976948613735,0.002609279401012115,0.7231489637060192,0.47390332416544956,42,0.9662483545348249
Tunisia__None,2020-06-08,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.09004744354324024,0.038549889629391584,2.3358677394133283,0.024732715410056283,42,0.12724655813308128
Turkey__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0004705107606793558,0.00015634612094221184,-3.009417552823485,0.004984896600256583,36,0.9999901983753473
Turkey__None,2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.001036772593946363,0.00021912191265741727,-4.731487514748418,3.0603255144479036e-05,41,0.999983661432981
Turkey__None,2020-04-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.0007364367892776901,0.001444972200158137,-0.5096546419350455,0.6131655019174707,42,0.999220763189253
Turkey__None,2020-04-13,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0006838471543037126,0.0015401011031096618,-0.4440274426938189,0.6594767884954744,42,0.9990960910347192
