region,t0,policy_before,policy_after,direction,severity_change,beta_post,se_beta_post,t_stat,p_value,n_obs,r_squared
Colombia__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-9.930318379798662e-08,2.214035871760354e-08,-4.485165984191205,0.00010578294009278011,32,0.9999999998457169
Colombia__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-1.1866156768660686e-07,3.793744701316746e-08,-3.1278216387471036,0.003666350860425549,36,0.9999999996324044
Colombia__None,2020-03-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-6.714346695353853e-08,8.213640410716937e-08,-0.817462946952627,0.41863010788986665,42,0.9999999985791642
Colombia__None,2020-07-14,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0027518046596147414,0.00197219574455764,1.3952999681742881,0.17147388492803617,39,0.6802299852740599
Congo_(Kinshasa)__None,2020-03-10,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.006707590555424019,0.0013592996223028902,-4.93459311351841,3.630869371384904e-05,30,0.9996221475119574
Congo_(Kinshasa)__None,2020-03-19,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.006655614644363941,0.003779321036645554,-1.76106093656212,0.08672091015008032,39,0.997958523529168
Congo_(Kinshasa)__None,2020-07-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.0018045648421347663,0.00040727894792146676,4.430783499476949,0.00013117728107836513,31,0.998387154369199
Costa_Rica__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-1.585058306517056e-05,3.321668699540556e-06,-4.771873566849989,5.6230468638007736e-05,30,0.9999973598406555
Costa_Rica__None,2020-03-12,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-1.613461300094184e-05,4.14406367633014e-06,-3.8934278672161176,0.0005339146842169296,32,0.9999963563449824
Cote_d'Ivoire__None,2020-03-12,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-7.042574684608025e-08,1.6139332771255136e-08,-4.363609564548518,0.00014792222450688008,32,0.9999999998740928
Cote_d'Ivoire__None,2020-03-19,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-6.446923653903374e-08,3.5801663386019933e-08,-1.800732995110169,0.08012772109503796,39,0.9999999995510552
Cote_d'Ivoire__None,2020-05-08,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,-3.517707175524384e-08,1.5784101927472045e-07,-0.22286394193906311,0.824804545024328,42,0.9999999919340579
Cote_d'Ivoire__None,2020-05-16,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-3.5147367702820795e-08,1.7701169935787422e-07,-0.19855957448191852,0.8436387598241253,42,0.9999999898529118
Croatia__None,2020-03-18,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.007507494327973571,0.026238527147368934,0.2861248379456537,0.7764692893231135,38,0.788384944878992
Croatia__None,2020-03-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.024636571354868846,0.025894562844954234,0.9514187013846221,0.34756592702979683,40,0.7842110981911448
Croatia__None,2020-05-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0003076902252585578,0.0005340682642566648,0.5761252743351302,0.5678406326387719,42,0.9792630899381187
Croatia__None,2020-07-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-3,0.00015607286386917952,3.8697346210171214e-05,4.033167107158302,0.00036558073565196025,32,0.9978338094915714
Cuba__None,2020-03-20,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.002790464566754372,0.009831417194464042,-0.2838313654643453,0.7781219033429019,40,0.9787395520000138
Cuba__None,2020-03-24,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.004402050200557424,0.009698577990674669,0.45388614751462153,0.6524266193009334,42,0.9768519221711042
Cuba__None,2020-05-05,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0010605119718724108,0.002475750937404057,0.42835971738918466,0.6707458290036137,42,0.9872708003298187
Cuba__None,2020-06-18,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.48066141647446736,0.0960089688576908,5.006422026955912,1.2272886984465714e-05,42,0.45301737041902346
Cyprus__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-4.9060286816112386e-05,1.0329342717473999e-05,-4.7496039349258705,5.9698862381551976e-05,30,0.9998668672567554
Cyprus__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-4.8100502861858684e-05,1.4198165193718708e-05,-3.387797099525115,0.001986319289929206,33,0.9997872256407299
Cyprus__None,2020-03-24,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,2.1186012247460096e-06,2.4303429833646392e-05,0.08717293152643645,0.9309801107549338,42,0.999534863021134
Cyprus__None,2020-05-21,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.18592709870437937,0.07055398454371706,2.6352459029323025,0.012000747025043612,42,0.18350213500602253
Czechia__None,2020-03-10,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.001312925302528141,0.00027372052480367987,-4.796590622752197,5.2616068713984276e-05,30,0.9998252927589187
Czechia__None,2020-03-11,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.00134279328154798,0.00030653634542634784,-4.380535298939342,0.0001503732269216851,31,0.9997929236710894
Czechia__None,2020-03-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0012139048730812653,0.0004595037100195457,-2.641773823827516,0.012653490229300957,35,0.9996204901637805
Czechia__None,2020-04-21,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,2.128575263366482e-05,0.0007092621013082097,0.030011123665572965,0.9762112389374453,42,0.9989790624260397
Czechia__None,2020-06-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-2.100459611966215,0.4770272926822194,-4.403227329312319,8.056538778067335e-05,42,0.4495188265223655
Czechia__None,2020-06-30,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-2,0.6869475980595464,0.42373113350462027,1.6211874553042633,0.11303575987007708,42,0.5825225501094506
Denmark__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.013922802844176265,0.0030440881315383457,-4.573718710680136,7.741308740394359e-05,33,0.9991321567778759
Djibouti__None,2020-03-18,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.021945175424465113,0.012556906859144921,-1.7476577369436264,0.08929266951908565,38,0.9888205020829643
Djibouti__None,2020-03-23,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-0.0014975535752620867,0.01561099644701018,-0.09592940337571457,0.924067889022808,42,0.9823532795099174
Djibouti__None,2020-05-17,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0014880831331483299,0.003142464626722807,0.4735401380476993,0.6384679885927009,42,0.9842971679055114
Dominican_Republic__None,2020-03-17,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-7.484848181484472e-05,4.2137932983633235e-05,-1.7762732178608895,0.08463812330572695,37,0.9999452305121872
Dominican_Republic__None,2020-03-19,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-4.8860568630203867e-05,4.74021047914643e-05,-1.0307679130527172,0.3095253472436532,39,0.999935254248727
Dominican_Republic__None,2020-04-18,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,6.411053565658206e-07,5.28614864914561e-05,0.012128023616389243,0.9903853043407231,42,0.9999183349098512
Dominican_Republic__None,2020-06-28,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.140472055267383,0.09609029658362993,-1.4618755510357535,0.15178698474973418,42,0.13208947548486993
Dominican_Republic__None,2020-07-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,9.214796586680916e-05,2.665495698839449e-05,3.457066762738735,0.0016547580440533505,33,0.999960304729912
Ecuador__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0006449183630514999,0.003776962818585794,-0.17075051940621863,0.8655663646574687,33,0.9992179644621977
Ecuador__None,2020-03-17,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.016117944122715482,0.0034526305218423236,-4.6683084160754476,4.604792714180128e-05,37,0.9994492202065448
Egypt__None,2020-03-09,No_Measure,Restrict_Mass_Gatherings,tightening,1,-0.00016623870547384338,3.242570855869253e-05,-5.126756295022546,2.4058298705664782e-05,29,0.9999939561437248
Egypt__None,2020-03-15,Restrict_Mass_Gatherings,Restrict_Mass_Gatherings_and_Schools,tightening,2,-0.00018030354092219217,6.345329635658085e-05,-2.841515748984293,0.007749758288406516,35,0.9999834911040797
Egypt__None,2020-03-16,Restrict_Mass_Gatherings_and_Schools,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,2,-0.0001701810397602508,6.958157362380774e-05,-2.445777393312967,0.01995409873340792,36,0.9999810243671314
Egypt__None,2020-03-25,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-3.180088316447039e-05,0.00011026784585793082,-0.28839670274726026,0.7745703599537235,42,0.999960169468431
Egypt__None,2020-06-27,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-4.415232038734382e-06,0.0002262228126767634,-0.019517183021869017,0.9845280417813476,42,0.9997496213519883
El_Salvador__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0003572644524415915,0.00010195135966270935,3.504263735408207,0.001559085864954346,31,0.9999883379600714
El_Salvador__None,2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0002938658241385616,0.00010074448971494557,-2.9169419088830444,0.005904406907115689,41,0.9999926766159668
Estonia__None,2020-03-12,No_Measure,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,4,-0.006034981096305082,0.0016767935322679459,-3.5991199752198906,0.001173581825182124,32,0.9936613996971765
Estonia__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.004061960348014907,0.0022702850540240868,-1.7891851689791423,0.08276755587751472,36,0.9897765640938153
Estonia__None,2020-05-15,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.00021173350379293367,0.0006834501172244518,0.30980096199676016,0.7583616795511483,42,0.9938974578994575
Ethiopia__None,2020-03-16,No_Measure,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,5,0.05216205944528397,0.01737660775304563,3.0018551484044074,0.005082815630043758,36,0.9172500971747437
Finland__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.10585324974684876,0.039946730966096126,-2.649860130900055,0.012902090654497878,32,0.8934722036814868
Finland__None,2020-03-18,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.00024520897975472897,0.04810635870435071,0.005097225945986064,0.9959619626613441,38,0.8383685939655618
Finland__None,2020-05-14,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.0006206978257695295,0.0010947191511326542,0.566992753463135,0.5739682638487942,42,0.9798000460530588
France__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.0011760574936239207,0.06452808151554529,0.018225514628706262,0.9855686990414558,36,0.963751400765887
France__None,2020-03-17,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0642186346010066,0.06248914517382489,-1.027676637636358,0.311357950886638,37,0.9670313200540367
France__None,2020-05-11,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.003550973113651194,0.004139623230563721,0.8578010403056979,0.39624340615795783,42,0.9513444940869747
France__None,2020-06-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-3.194680263935262,0.6739005056368458,-4.740581491204318,2.8295074146811316e-05,42,0.42672161535104247
Gabon__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.03431807983966999,0.01012226660177749,3.390355262293098,0.0019730091654961424,33,0.9920533765633023
Gabon__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.023466748297690486,0.01244388205091093,1.8858060693345007,0.06814932603276835,36,0.9902635463386792
Gabon__None,2020-03-21,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.007455495161491221,0.013801326980379438,-0.540201327893345,0.5922103668047298,41,0.9905931399747767
Gabon__None,2020-04-10,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.01649750617170754,0.01238875085577779,-1.3316521063149425,0.19070564543212054,42,0.9929360559262745
Gabon__None,2020-05-11,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.006169544335941539,0.011005459009020752,0.5605894611832729,0.5782839898588645,42,0.9699442607235593
Georgia__None,2020-03-26,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0005443498744475252,0.002408960815415146,0.225968754229701,0.8224058098191231,42,0.994183162939982
Georgia__None,2020-05-23,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,0.017904616870544416,0.11852783238328311,0.15105833381518619,0.8807083523098065,42,0.05229773494595347
Germany__None,2020-03-20,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.15343050560015958,0.1480675556835473,1.0362196153766061,0.30682484371876706,40,0.7169181105045713
Germany__None,2020-05-19,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.5066965495867439,0.32950216348601524,-1.537763953432279,0.13218097925306171,42,0.2229222218604201
Ghana__None,2020-03-11,No_Measure,Mass_Gatherings_Authorized_But_Others_Restricted,tightening,2,-0.01676771674936253,0.003418188139426116,-4.905439977384534,3.5916663114976544e-05,31,0.9989174933517303
Ghana__None,2020-03-16,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.02030547713122124,0.006420053735436796,-3.162820432349502,0.0033449907375942,36,0.9968600504706151
Greece__None,2020-03-09,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.003833740182205904,0.0007494764958320401,-5.11522403107496,2.4800513117817502e-05,29,0.997807431630792
Greece__None,2020-03-10,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.0038813151671321035,0.0008331963208801,-4.658344101942619,7.628849825902506e-05,30,0.9974062787550227
Greece__None,2020-03-23,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0005994488653778543,0.0017390931571698522,0.3446904859043775,0.7321790230574794,42,0.9916380777191715
Greece__None,2020-05-30,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.8406125668868181,0.5496964877210706,1.5292303765152768,0.13427862542623936,42,0.12380402768956533
Greece__None,2020-06-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,1.2148373590618795,0.5408781554730341,2.246046261564073,0.030439428448945982,42,0.1529312894086834
Guatemala__None,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-0.01870643128083417,0.005165354056951606,-3.6215196624631747,0.001000772979200093,35,0.9977847270717167
Guatemala__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.01855139045460512,0.005810596925034002,-3.1926823859833577,0.0030921707033484402,36,0.9972839844420509
Guatemala__None,2020-03-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.007081636958284071,0.009631242184155061,-0.7352776332355654,0.4665693511486291,42,0.9932384274015226
Guinea__None,2020-03-27,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,0.0010579503597920015,0.0019441346461805,0.5441754571220052,0.5894186206190679,42,0.9810034950817057
Guinea__None,2020-03-30,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.0009126241561619372,0.0017350586609804978,0.5259903752454138,0.6018733412859132,42,0.9823249309251477
Guinea__None,2020-06-15,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,0.024450648196440147,0.009421848205379587,2.595101052729716,0.01325817941922125,42,0.17455700858897116
Guinea__None,2020-06-29,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.015833970538999535,0.009757274113148192,-1.622786277743579,0.11269224534335942,42,0.2513611562118758
Guyana__None,2020-04-03,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,0.0007007299273957667,0.012886833387844432,0.0543756488740464,0.9569134790850382,42,0.9832905104692774
Guyana__None,2020-06-17,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.30178517225784773,0.1809060180434837,1.6681875789522314,0.1032891907450959,42,0.11096888786038706
Haiti__None,2020-03-19,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,0.004135390197660043,0.0025107290923330056,1.6470873780402087,0.10824303111928746,39,0.9736586811615165
Haiti__None,2020-07-20,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,0.006246321034570697,0.0016490264115219006,3.7878841666374004,0.0006816152001258846,33,0.9858802189168016
Honduras__None,2020-03-13,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.0006301289215423017,0.00018510309529909565,-3.4042052107454968,0.0019024270670300325,33,0.9997027214868824
Honduras__None,2020-03-16,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0005076637971460417,0.00023898141698962144,-2.124281475693521,0.04122711909209542,36,0.999567953114101
Hungary__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,3,-0.3044892777294743,0.10868313791624433,-2.8016239093512945,0.009119393977330192,31,0.7946592901703924
Hungary__None,2020-03-27,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,0.08410448309549547,0.04986178048646263,1.6867525041214615,0.09963544813748637,42,0.7185228583000112
Hungary__None,2020-05-04,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.000839396884836068,0.0011678854651394539,0.7187321958286705,0.4765903264912077,42,0.9671278342469444
Hungary__None,2020-06-02,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,-0.029833638527031726,0.02290056448011998,-1.3027468625470067,0.20030140625519466,42,0.10738579852646957
Iceland__None,2020-03-15,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,-1.1159984825959006,0.2861800079566524,-3.8996381702698835,0.00046392802807759814,35,0.7892191228144035
Iceland__None,2020-03-16,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-0.8286647580472837,0.3178649088481509,-2.6069714994653594,0.013607708507600735,36,0.7335891742000125
Iceland__None,2020-05-04,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,2.8802552887213002e-05,3.4309909295336055e-05,0.8394820469877575,0.4063155478917795,42,0.9544781599214128
India__None,2020-03-22,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-0.0001422684113491111,7.584329284049756e-05,-1.8758206035213827,0.06817952944985994,42,0.9999926789775745
India__None,2020-03-23,Lockdown,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-4,-0.0001418399891939372,8.496421431219315e-05,-1.6694085897476705,0.1030455311782652,42,0.9999908030752462
India__None,2020-03-25,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-0.0001408233880174324,0.00010339472130041479,-1.3619978490804006,0.18101415467140858,42,0.9999863479263251
India__None,2020-05-04,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-8.60312700725987e-05,0.0004211129011617424,-0.20429502357980606,0.8391853592582192,42,0.9997372204248566
India__None,2020-06-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.00911823589875857,0.008817763582425985,-1.0340757963766951,0.307470624461021,42,0.8482420133071168
Iran__None,2020-05-16,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,0.07072013746758202,0.05124308534697308,1.3800913233215266,0.17541904644756867,42,0.0987191354337782
Iran__None,2020-05-26,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Mass_Gatherings_Authorized_But_Others_Restricted,relaxing,-2,-0.04656201718035998,0.0539512075240302,-0.863039389055768,0.39339228924020375,42,0.020739413351537284
Iraq__None,2020-03-26,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-1.0347844745780882e-07,2.426005485275926e-07,-0.4265383903121699,0.6720608917287989,42,0.9999999907142999
Ireland__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.17274943917556246,0.04068058512227121,4.24648363971019,0.00020410840386708706,32,0.9244075993354293
Ireland__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.18656948623243322,0.046407383040405696,4.020254408010726,0.00036116012779419115,33,0.9175438829935094
Ireland__None,2020-03-28,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.15326101238039835,0.06315668138989414,-2.426679315752047,0.019960071522080902,42,0.9607924980561239
Ireland__None,2020-05-18,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,0.0053526024670833144,0.005896197007902497,0.9078059060627351,0.3695563373272237,42,0.9444590972471854
Israel__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,-1.058496081374092,0.08677121140920571,-12.198701207273848,3.6970426720017713e-13,33,0.9726826787881577
Israel__None,2020-03-20,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.10150371701893539,0.23520208041653098,-0.4315596054217609,0.6685658558881444,40,0.7674789293411607
Israel__None,2020-06-30,Lockdown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-2,0.32304006644405114,0.21769106249671924,1.4839381219379164,0.14586301534950175,42,0.329406030675518
Israel__None,2020-07-06,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.015229149263705463,0.013732299962921827,1.1090020830323568,0.27422132752277983,42,0.14861087393226402
Israel__None,2020-07-13,Restrict_Mass_Gatherings_and_Schools_and_Others,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,relaxing,-1,5.205427194729911e-05,5.123589433239003e-05,1.0159727399233025,0.3162401812668709,40,0.9928399019662831
Italy__None,2020-03-10,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.07699148620329636,0.018189073715705755,-4.232842606867681,0.0002384259716232684,30,0.962167048727167
Jamaica__None,2020-03-11,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,0.0020579434282687065,0.0004885266082318223,4.212551360748283,0.00023707653394500205,31,0.999785462234087
Jamaica__None,2020-03-13,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,Restrict_Mass_Gatherings_and_Schools_and_Others,tightening,1,0.001911539562847728,0.0005921578061208963,3.2280914700252445,0.0030120825947514973,33,0.9997222372654897
Jamaica__None,2020-04-01,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0005331172045528933,0.0005802947335093943,-0.9187007459619877,0.3638993672557804,42,0.9998281376924147
Jamaica__None,2020-04-15,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,-0.0005937503586925324,0.00011116650802732024,-5.341090308842053,4.247856030259456e-06,42,0.9999939092062845
Jamaica__None,2020-04-22,Restrict_Mass_Gatherings_and_Schools_and_Others,Lockdown,tightening,1,-0.0005827749887165339,0.0002689656149793277,-2.166726734795915,0.036426629627424045,42,0.9999641255944886
Jordan__None,2020-03-18,Mass_Gatherings_Authorized_But_Others_Restricted,Lockdown,tightening,4,-8.073503114989036e-05,5.933421743861731e-05,-1.360682497134351,0.18231248393574173,38,0.9998287185448255
Jordan__None,2020-05-12,Lockdown,Restrict_Mass_Gatherings_and_Schools_and_Others,relaxing,-1,2.976696407175816e-06,5.9406097978531965e-05,0.050107590103822805,0.960292405012247,42,0.9997961577633377
Kazakhstan__None,2020-03-12,Mass_Gatherings_Authorized_But_Others_Restricted,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,tightening,2,2.4333624350979417e-05,8.753476127810486e-06,2.779881271814927,0.009448109184800213,32,0.9999995749868918
